94025,1,16
94080,1,14
94102,3,17
94123,3,12
94501,0,14
94541,0,19
94544,0,22
94563,2,8
94577,0,16
94578,0,11
94601,0,14
94602,0,14
94603,0,11
94605,0,17
94606,0,18
94607,0,17
94608,0,14
94609,0,14
94610,0,18
94611,0,18
94611,2,2
94612,0,13
94613,0,1
94618,0,11
94619,0,13
94621,0,13
94702,0,14
94703,0,12
94704,0,12
94705,0,10
94706,0,9
94706,2,1
94708,0,5
94708,2,3
94806,2,16
