,Address,Lat,Long,Zipcode
2850,"4200 GILBERT ST, Oakland, CA",37.82957750000001,-122.2533024,94611
2851,"200 LESTER AV, Oakland, CA",37.8026825,-122.2521353,94606
2852,"7600 MACARTHUR BLVD, Oakland, CA",37.7675528,-122.1694198,94605
2853,"9500 STEARNS AV, Oakland, CA",37.7532646,-122.1546971,94605
2854,"85TH AV & G ST, Oakland, CA",37.7492841,-122.1856294,94621
2855,"6800 OUTLOOK AV, Oakland, CA",37.7734429,-122.1735628,94605
2856,"TELEGRAPH AVE./27TH ST, Oakland, CA",37.816534,-122.2677052,94612
2857,"8300 BIRCH ST, Oakland, CA",37.7575375,-122.1734512,94621
2858,"1800 78TH AV, Oakland, CA",37.7608912,-122.1781979,94621
2859,"9600 C ST, Oakland, CA",37.7423686,-122.1747885,94603
2860,"2100 PARK BLVD, Oakland, CA",37.8006969,-122.2477196,94606
2861,"200 PARK VIEW TER, Oakland, CA",37.8119064,-122.2592946,94610
2862,"10600 INTERNATIONAL BLVD, Oakland, CA",37.7386349,-122.166256,94603
2863,"00 ECHO AVE, Oakland, CA",37.8287191,-122.249333,94611
2864,"2000 90TH AV, Oakland, CA",37.7524549,-122.1675314,94603
2865,"1400 1ST AVENUE PL, Oakland, CA",37.7988374,-122.2569672,94606
2866,"10800 BANCROFT AV, Oakland, CA",37.740288,-122.155602,94603
2867,"MACARTHUR BLVD & VERNON ST, Oakland, CA",37.8171497,-122.2527955,94610
2868,"2200 E 22ND ST, Oakland, CA",37.7905822,-122.2322625,94606
2869,"5800 MARTIN LUTHER KING JR W, Oakland, CA",37.8436145,-122.2700632,94609
2870,"1100 3RD AVE, Oakland, CA",37.7955602,-122.2570204,94606
2871,"10TH ST & PERALTA ST, Oakland, CA",37.808412,-122.2963002,94607
2872,"2300 E 23RD ST, Oakland, CA",37.7902571,-122.2301445,94601
2873,"2100 LAKESHORE AV, Oakland, CA",37.8044387,-122.2506328,94606
2874,"200 LAKESIDE DR, Oakland, CA",37.805871,-122.2632129,94612
2875,"8300 IRIS ST, Oakland, CA",37.7611977,-122.1658905,94605
2876,"5300 SAN LEANDRO ST, Oakland, CA",37.7647579,-122.2101657,94601
2877,"2300 WILBUR ST, Oakland, CA",37.8039423,-122.2109,94602
2878,"3400 HARLAN ST, Oakland, CA",37.8263648,-122.2819902,94608
2879,"900 77TH AV, Oakland, CA",37.7520119,-122.1914554,94621
2880,"WEST ST & W MACARTHUR BLVD, Oakland, CA",37.8275163,-122.2716929,94608
2881,"4900 DAVENPORT AV, Oakland, CA",37.7848126,-122.1807912,94619
2882,"3200 LOUISE ST, Oakland, CA",37.8239369,-122.284661,94608
2883,"96TH AV & SUNNYSIDE ST, Oakland, CA",37.7493225,-122.1639778,94603
2884,"9900 HOLLY ST, Oakland, CA",37.7441337,-122.1681523,94603
2885,"FRUITVALE AV & FOOTHILL BLVD, Oakland, CA",37.7837518,-122.2227823,94601
2886,"1600 E 32ND ST, Oakland, CA",37.7995391,-122.2285403,94602
2887,"3200 STAR AV, Oakland, CA",37.7890362,-122.2030101,94619
2888,"2800 14TH AV, Oakland, CA",37.7970082,-122.2315976,94606
2889,"23RD AV & INTERNATIONAL BLVD, Oakland, CA",37.7834101,-122.2359389,94606
2890,"4500 ELINORA AVE, Oakland, CA",37.7939835,-122.1834506,94619
2891,"5400 BANCROFT AV, Oakland, CA",37.7720246,-122.2006248,94601
2892,"2000 82ND AV, Oakland, CA",37.759073,-122.1720107,94621
2893,"600 FAIRMOUNT AV, Oakland, CA",37.8220053,-122.2539378,94611
2894,"500 COLORADOS DR, Oakland, CA",37.7287437,-122.1768464,94603
2895,"500 52ND ST, Oakland, CA",37.837942,-122.2627357,94609
2896,"400 22ND ST, Oakland, CA",37.810946,-122.2670989,94612
2897,"11100 GOLF LINKS RD, Oakland, CA",37.7469157,-122.1210478,94605
2898,"1900 19TH AV, Oakland, CA",37.7897962,-122.2378793,94606
2899,"3700 SAN LEANDRO ST, Oakland, CA",37.7731472,-122.2224145,94601
2900,"8TH ST & CAMPBELL ST, Oakland, CA",37.8073759,-122.2989063,94607
2901,"900 CAMPBELL VILLAGE CT, Oakland, CA",37.8086516,-122.2986144,94607
2902,"7800 INTERNATIONAL BLVD, Oakland, CA",37.75762599999999,-122.183077,94621
2903,"5700 IVANHOE RD, Oakland, CA",37.8475101,-122.2466172,94618
2904,"3300 JORDAN RD, Oakland, CA",37.802099,-122.1932955,94602
2905,"1600 2ND AV, Oakland, CA",37.7990665,-122.2547509,94606
2906,"1700 BRIDGE AV, Oakland, CA",37.77774100000001,-122.2198791,94601
2907,"1300 75TH AV, Oakland, CA",37.7579848,-122.1861124,94621
2908,"3400 LYNDE ST, Oakland, CA",37.7880309,-122.2138883,94601
2909,"3100 MAGNOLIA ST, Oakland, CA",37.8230485,-122.2821881,94608
2910,"MORSE DR & SEMINARY AV, Oakland, CA",37.7727175,-122.1887475,94605
2911,"2500 EAST 12TH ST, Oakland, CA",37.781352,-122.234066,94601
2912,"2200 RANSOM AV, Oakland, CA",37.782789,-122.2124926,94601
2913,"3600 DIMOND AV, Oakland, CA",37.80215219999999,-122.2161499,94602
2914,"9700 MOUNTAIN BLVD, Oakland, CA",37.75482040000001,-122.14928,94605
2915,"900 16TH ST, Oakland, CA",37.8100769,-122.2806527,94607
2916,"600 32ND ST, Oakland, CA",37.821703,-122.269869,94609
2917,"MURILLO AV & MIRASOL AV, Oakland, CA",37.7568902,-122.1521051,94605
2918,"2700 99TH AVE, Oakland, CA",37.7482595,-122.1530872,94605
2919,"00 MONTE CRESTA AVE, Oakland, CA",37.8243603,-122.2497243,94611
2920,"10300 MACARTHUR BLVD, Oakland, CA",37.7441237,-122.1536233,94605
2921,"1500 FRANKLIN ST, Oakland, CA",37.801558,-122.2713819,94612
2922,"1500 BRIDGE AV, Oakland, CA",37.77774100000001,-122.2198791,94601
2923,"1200 E20TH ST, Oakland, CA",37.7944493,-122.2420701,94606
2924,"4000 LINCOLN AV, Oakland, CA",37.8041977,-122.2095938,94602
2925,"500 3RD ST, Oakland, CA",37.7972526,-122.2771373,94607
2926,"2000 102ND AV, Oakland, CA",37.7431163,-122.1613223,94603
2927,"300 HEGENBERGER RD, Oakland, CA",37.73451,-122.19717,94621
2928,"1700 9TH AV, Oakland, CA",37.7947972,-122.2477259,94606
2929,"GLEASON WY & 20TH AV, Oakland, CA",37.7870806,-122.2388032,94606
2930,"1900 CROSBY AV, Oakland, CA",37.7815756,-122.2188844,94601
2931,"COLISEUM WY & INDEPENDENT RD, Oakland, CA",37.7551861,-122.2055071,94621
2932,"PARK BLVD & E 21ST ST, Oakland, CA",37.8006924,-122.2477263,94606
2933,"41ST ST & OPAL ST, Oakland, CA",37.8290578,-122.2585563,94609
2934,"3000 TULLY PL, Oakland, CA",37.7661011,-122.1635869,94605
2935,"E 12TH ST & HIGH ST, Oakland, CA",37.7714209,-122.2160812,94601
2936,"8600 INTERNATIONAL BLVD, Oakland, CA",37.7527769,-122.1763345,94621
2937,"3200 PRENTISS ST, Oakland, CA",37.7879159,-122.2177525,94601
2938,"3100 DAVIS ST, Oakland, CA",37.7898776,-122.2203069,94601
2939,"2000 17TH AV, Oakland, CA",37.791899,-122.239177,94606
2940,"2400 MONTEREY BLVD, Oakland, CA",37.8195258,-122.2062861,94611
2941,"6100 SHATTUCK AV, Oakland, CA",37.8472274,-122.2651893,94609
2942,"4100 MOUNTAIN VIEW AV, Oakland, CA",37.7821729,-122.1745574,94605
2943,"1500 EXCELSIOR AV, Oakland, CA",37.8022892,-122.2256079,94602
2944,"2300 88TH AV, Oakland, CA",37.75570769999999,-122.1653713,94605
2945,"100 40TH ST, Oakland, CA",37.8256938,-122.2534022,94611
2946,"2600 INYO AV, Oakland, CA",37.7919941,-122.2271292,94601
2947,"6100 SEMINARY AV, Oakland, CA",37.7800304,-122.176366,94605
2948,"9900 99TH AV CT, Oakland, CA",37.7429518,-122.1707296,94603
2949,"79TH AV & INTERNATIONAL BLVD, Oakland, CA",37.7571409,-122.1827379,94621
2950,"1400 1ST AV, Oakland, CA",37.7986616,-122.2571295,94606
2951,"2600 E 16TH ST, Oakland, CA",37.7832281,-122.2307776,94601
2952,"5200 E 12TH ST, Oakland, CA",37.7666005,-122.2088574,94601
2953,"WB GRAND OFFRP AV & LAKE PARK AV, Oakland, CA",,,
2954,"1200 WELLINGTON ST, Oakland, CA",37.8084079,-122.2228475,94602
2955,"2300 WEBER ST, Oakland, CA",37.8121116,-122.2650403,94612
2956,"6900 BUCKINGHAM BOULEVARD, Oakland, CA",37.8577432,-122.2243284,94705
2957,"3200 PARK BOULEVARD, Oakland, CA",37.8029645,-122.2362515,94610
2958,"2400 EMBARCADERO, Oakland, CA",37.776202,-122.2404841,94606
2959,"2400 WILLOW ST, Oakland, CA",37.8196407,-122.2909552,94607
2960,"2700 FOOTHILL BLVD, Oakland, CA",37.78451950000001,-122.2279187,94601
2961,"7300 MACARTHUR BLVD, Oakland, CA",37.7690554,-122.1715007,94605
2962,"7200 ORRAL ST, Oakland, CA",37.7616147,-122.1850925,94621
2963,"RIO VISTA AV & PIEDMONT AV, Oakland, CA",37.8244515,-122.2550012,94611
2964,"2900 INTERNATIONAL BLVD, Oakland, CA",37.7793154,-122.2287609,94601
2965,"2300 63RD AV, Oakland, CA",37.7672604,-122.1903359,94605
2966,"1000 55TH ST, Oakland, CA",37.8391306,-122.2783212,94608
2967,"800 ARLINGTON AV, Oakland, CA",37.8427263,-122.2704592,94608
2968,"10700 BEVERLY AVE, Oakland, CA",37.7399556,-122.1593264,94603
2969,"500 ROSAL AV, Oakland, CA",37.8135704,-122.2399715,94610
2970,"3900 MAPLE AV, Oakland, CA",37.7997207,-122.2025611,94602
2971,"2300 92ND AV, Oakland, CA",37.7532126,-122.1640757,94603
2972,"3700 MANDELA PKWY, Oakland, CA",37.8273909,-122.2867855,94608
2973,"600 BROCKHURST ST, Oakland, CA",37.8219927,-122.2704112,94609
2974,"3600 PENNIMAN AVE, Oakland, CA",37.7894681,-122.2056876,94619
2975,"2200 7TH AV, Oakland, CA",37.7995664,-122.2447577,94606
2976,"10400 BLK OF SAN LEANDRO, Oakland, CA",37.7352453,-122.1744155,94603
2977,"500 32ND ST, Oakland, CA",37.8209281,-122.2666948,94609
2978,"9000 OLIVE ST, Oakland, CA",37.7526017,-122.1678617,94603
2979,"3500 E 9TH ST, Oakland, CA",37.7726244,-122.2250376,94601
2980,"4100 REDWOOD RD, Oakland, CA",37.7983435,-122.1824224,94619
2981,"4400 PARK BOULEVARD, Oakland, CA",37.808131,-122.21994,94602
2982,"VERMONT AV & WELDON AV, Oakland, CA",37.8160499,-122.2431494,94610
2983,"1200 SAN PABLO AVE, Oakland, CA",37.8819309,-122.2967329,94706
2984,"300 13TH ST, Oakland, CA",37.8024486,-122.2680712,94612
2985,"3000 56TH AV, Oakland, CA",37.7765469,-122.1884625,94605
2986,"400 JACKSON ST, Oakland, CA",37.7951098,-122.2695255,94660
2987,"4TH ST & WEBSTER ST, Oakland, CA",37.7965057,-122.2731046,94607
2988,"7000 HAMILTON ST, Oakland, CA",37.75845,-122.1923831,94621
2989,"2400 107TH AV, Oakland, CA",37.7416753,-122.1529394,94603
2990,"900 ARLINGTON AV, Oakland, CA",37.8423694,-122.2740214,94608
2991,"HEGENBERGER RD & INTERNATIONAL BLVD, Oakland, CA",37.7590832,-122.1869801,94621
2992,"8100 PHAETON DR, Oakland, CA",37.7716308,-122.1378574,94605
2993,"10400 ROYAL ANN ST, Oakland, CA",37.7378974,-122.1709907,94603
2994,"2900 23RD AV, Oakland, CA",37.7955391,-122.2257911,94606
2995,"8100 BIRCH ST, Oakland, CA",37.7588046,-122.1741075,94621
2996,"6600 BANCROFT AV, Oakland, CA",37.7700163,-122.1830971,94605
2997,"700 RAND AV, Oakland, CA",37.8109048,-122.2458688,94610
2998,"4600 BLOCK OF MLK JR WAY, Oakland, CA",37.8342943,-122.267288,94609
2999,"1000 ELBERT ST, Oakland, CA",37.8108244,-122.2214915,94602
3000,"2200 E 20TH ST, Oakland, CA",37.7887296,-122.2339211,94606
3001,"600 GRAND AV, Oakland, CA",37.809648,-122.24968,94610
3002,"3600 MAYBELLE AV, Oakland, CA",37.7885326,-122.1958677,94619
3003,"12TH AV & INTERNATIONAL BLVD, Oakland, CA",37.7906247,-122.2480142,94606
3004,"2200 12TH AV, Oakland, CA",37.7958992,-122.2406093,94606
3005,"1200 86TH AV, Oakland, CA",37.7509991,-122.1799568,94621
3006,"300 BURLWOOD AV, Oakland, CA",37.733816,-122.1883659,94603
3007,"3000 BLOSSOM ST, Oakland, CA",37.789763,-122.2222688,94601
3008,"10500 VOLTAIRE AV, Oakland, CA",37.7429915,-122.1546694,94603
3009,"900 43RD ST, Oakland, CA",37.8330691,-122.273358,94608
3010,"3200 KEMPTON AVE, Oakland, CA",37.8186495,-122.2575347,94611
3011,"2900 MARTIN LUTHER KING JR W, Oakland, CA",37.8191285,-122.2711031,94609
3012,"3400 MARTIN LUTHER KING JR W, Oakland, CA",37.8233978,-122.270024,94609
3013,"5900 MARKET ST, Oakland, CA",37.8438413,-122.2748972,94608
3014,"300 OAKLAND AV, Oakland, CA",37.8164192,-122.2573644,94611
3015,"3800 CARRINGTON ST, Oakland, CA",37.7815842,-122.2125626,94601
3016,"3200 HARRISON ST, Oakland, CA",37.8179717,-122.2558051,94611
3017,"400 8TH ST, Oakland, CA",37.7997317,-122.2725336,94607
3018,"200 COVINGTON ST, Oakland, CA",37.736093,-122.1360829,94605
3019,"1300 E 26TH ST, Oakland, CA",37.7976184,-122.2365836,94606
3020,"10800 BREED AVE, Oakland, CA",37.7387904,-122.1613697,94603
3021,"11TH ST & ALICE ST, Oakland, CA",37.8003987,-122.2677125,94607
3022,"E 12TH ST & 37TH AV, Oakland, CA",37.7741708,-122.2216691,94601
3023,"1900 SEMINARY AV, Oakland, CA",37.7671993,-122.1961332,94621
3024,"300 MACARTHUR BLVD, Oakland, CA",37.8145724,-122.2515947,94610
3025,"10300 FOOTHILL BLVD, Oakland, CA",37.7453404,-122.1525735,94605
3026,"2500 EMBARCADERO, Oakland, CA",37.7757272,-122.2395977,94606
3027,"2200 66TH AV, Oakland, CA",37.765159,-122.189411,94605
3028,"4400 SEQUOYAH RD, Oakland, CA",37.7643039,-122.1374803,94605
3029,"3800 GRAND AV, Oakland, CA",37.8174189,-122.2448504,94610
3030,"2700 E 10TH ST, Oakland, CA",37.7779892,-122.2346192,94601
3031,"1200 26TH AV, Oakland, CA",37.7805891,-122.2333648,94601
3032,"2600 CHESTNUT ST, Oakland, CA",37.8189683,-122.2814046,94608
3033,"1100 65TH ST, Oakland, CA",37.8480219,-122.2854333,94608
3034,"3000 MACARTHUR BLVD, Oakland, CA",37.7974437,-122.2046628,94602
3035,"65TH ST & TREMONT ST, Oakland, CA",37.8501043,-122.2675739,94609
3036,"600 HADDON RD, Oakland, CA",37.8063227,-122.2448938,94610
3037,"700 PETERSON ST, Oakland, CA",37.77407850000001,-122.2326978,94601
3038,"1100BLK OAK ST, Oakland, CA",,,
3039,"800 MANDELA PKWY, Oakland, CA",37.8060749,-122.2931353,94607
3040,"4200 MONTGOMERY ST, Oakland, CA",37.8289732,-122.2522904,94611
3041,"5T H ST&BROADWAY, Oakland, CA",37.7981335,-122.2751337,94607
3042,"1800 107TH AV, Oakland, CA",37.7392942,-122.1614997,94603
3043,"9100 FONTAINE ST, Oakland, CA",37.7615002,-122.1580209,94605
3044,"1400 E 36TH ST, Oakland, CA",37.8022359,-122.2289506,94602
3045,"700 GRIZZLY TERRACE DR, Oakland, CA",37.8597568,-122.2152058,94611
3046,"11400 GOLF LINKS RD, Oakland, CA",37.7468636,-122.1210158,94605
3047,"6200 COLBY ST, Oakland, CA",37.8487899,-122.2566871,94618
3048,"5700 COLLEGE AV, Oakland, CA",37.8451087,-122.2518576,94618
3049,"5500 E 17TH ST, Oakland, CA",37.7677737,-122.1993259,94621
3050,"300 12TH ST, Oakland, CA",37.8017597,-122.268534,94607
3051,"500 MERRIMAC ST, Oakland, CA",37.8166307,-122.2678271,94612
3052,"2700 IVY DR, Oakland, CA",37.8018334,-122.2391876,94606
3053,"19TH AV & INTERNATIONAL BLVD, Oakland, CA",37.7864568,-122.2410294,94606
3054,"1500 19TH AV, Oakland, CA",37.7873192,-122.2402105,94606
3055,"11200 GOLF LINKS RD, Oakland, CA",37.7499785,-122.1227511,94605
3056,"17TH AV & INTERNATIONAL BLVD, Oakland, CA",37.7877204,-122.2431573,94606
3057,"GRAND AV & PERKINS ST, Oakland, CA",37.8090115,-122.256145,94610
3058,"3400 E 17TH ST, Oakland, CA",37.780252,-122.221025,94601
3059,"100 OAK ST, Oakland, CA",37.7925522,-122.2678257,94607
3060,"8100 INTERNATIONAL BLVD, Oakland, CA",37.7561458,-122.180557,94621
3061,"2500 66TH AVE, Oakland, CA",37.7672569,-122.1861567,94605
3062,"29TH ST & SAN PABLO AV, Oakland, CA",37.8195185,-122.2761199,94608
3063,"4000 LYON AV, Oakland, CA",37.7832411,-122.2072836,94601
3064,"200 FAIRMOUNT AV, Oakland, CA",37.817357,-122.259745,94611
3065,"4500 REINHARDT DR, Oakland, CA",37.7906336,-122.1826053,94619
3066,"21ST AV & SOLANO WY, Oakland, CA",37.7847899,-122.2393348,94606
3067,"600 OAKLAND AV, Oakland, CA",37.8204159,-122.2513337,94611
3068,"1100 GRAND VIEW DR, Oakland, CA",37.8591828,-122.231584,94705
3069,"6900 BROADWAY TER, Oakland, CA",37.8500593,-122.2216915,94611
3070,"2600 63RD AV, Oakland, CA",37.7694682,-122.1872209,94605
3071,"200 MARLOW DRIVE, Oakland, CA",37.7367406,-122.1352247,94605
3072,"4300 WEST ST, Oakland, CA",37.8326072,-122.2704048,94608
3073,"900 76TH AV, Oakland, CA",37.7532521,-122.1923209,94621
3074,"500 31ST ST, Oakland, CA",37.82000290000001,-122.2669394,94609
3075,"1100 LINDEN ST, Oakland, CA",37.8070381,-122.2844852,94607
3076,"1ST AV & INTERNATIONAL BLVD, Oakland, CA",37.7986689,-122.2571219,94606
3077,"2900 21ST AV, Oakland, CA",37.7962282,-122.228367,94606
3078,"800 MILTON ST, Oakland, CA",37.8172041,-122.2755124,94607
3079,"2500 E 16TH ST, Oakland, CA",37.7834954,-122.2317528,94601
3080,"18TH AV & MARIN WY, Oakland, CA",37.78751889999999,-122.2416984,94606
3081,"3400 68TH AV, Oakland, CA",37.771783,-122.1752062,94605
3082,"10000 SKYLINE BLVD, Oakland, CA",37.8186768,-122.1804847,94619
3083,"400 MERRITT AVE, Oakland, CA",37.8049335,-122.2495744,94610
3084,"3600 MAGEE AVE, Oakland, CA",37.793077,-122.1999934,94619
3085,"COLTON BLVD/HEARTWOOD DR. BOULEVARD, Oakland, CA",,,
3086,"200 1ST, Oakland, CA",37.7954727,-122.2734146,94607
3087,"FISH RANCH RD & GRIZZLY PEAK BLVD, Oakland, CA",37.8683583,-122.2178423,94705
3088,"2400 SAN PABLO AV, Oakland, CA",37.8153931,-122.2747716,94612
3089,"3600 DELMONT AV, Oakland, CA",37.7782129,-122.1777492,94605
3090,"1000 CASTRO ST, Oakland, CA",37.803921,-122.2788337,94607
3091,"5900 INTERNATIONAL BLVD, Oakland, CA",37.7649312,-122.1991445,94621
3092,"600 42ND ST, Oakland, CA",37.8315404,-122.2670023,94609
3093,"1200 105TH AV, Oakland, CA",37.7371427,-122.1705843,94603
3094,"1500 PULLMAN WAY, Oakland, CA",37.8153618,-122.2978762,94607
3095,"1700 36TH AV, Oakland, CA",37.7797346,-122.2192437,94601
3096,"2000 104TH AV, Oakland, CA",37.7416638,-122.1607014,94603
3097,"2900 57TH AV, Oakland, CA",37.7753678,-122.1889059,94605
3098,"3800 ALLENDALE AV, Oakland, CA",37.7857455,-122.2051813,94619
3099,"9700 GOLF LINKS ROAD, Oakland, CA",37.7540085,-122.1518652,94605
3100,"300 JEFFERSON ST, Oakland, CA",37.798227,-122.2789908,94607
3101,"8900 MACARTHUR BLVD, Oakland, CA",37.75638319999999,-122.1613667,94605
3102,"4700 TELEGRAPH AVE, Oakland, CA",37.834282,-122.262679,94609
3103,"2700 10TH AV, Oakland, CA",37.800178,-122.2378365,94606
3104,"2100 MACARTHUR, Oakland, CA",37.8007919,-122.2168608,94602
3105,"1400 102ND AV, Oakland, CA",37.7415163,-122.1683751,94603
3106,"2700 PERALTA ST, Oakland, CA",37.8204338,-122.2867283,94608
3107,"86TH AV & A ST, Oakland, CA",37.7517321,-122.1783903,94621
3108,"2300 107TH AVE, Oakland, CA",37.7412069,-122.1548467,94603
3109,"NEAR 444 4TH ST, Oakland, CA",37.7973819,-122.2753296,94607
3110,"200 LENOX AV, Oakland, CA",37.81239559999999,-122.258415,94610
3111,"LAKE MERRITT BLVD, Oakland, CA",37.7993092,-122.2617701,94612
3112,"400 SHAFTER AVE, Oakland, CA",37.834824,-122.2588073,94609
3113,"200 BAY PL, Oakland, CA",37.8126415,-122.2611455,94612
3114,"9100 EDES AV, Oakland, CA",37.7377482,-122.188149,94603
3115,"900 ZEPHYR DRIVE, Oakland, CA",37.8131392,-122.2983442,94607
3116,"WEBSTER ST / EMBARCADERO WEST, Oakland, CA",37.7940061,-122.2741939,94607
3117,"800 70TH AV, Oakland, CA",37.7551337,-122.1975655,94621
3118,"2900 MCCLURE ST, Oakland, CA",37.8180461,-122.2664525,94609
3119,"300 60TH ST, Oakland, CA",37.8470432,-122.2542335,94618
3120,"5100 MILES AV, Oakland, CA",37.8370346,-122.2600559,94618
3121,"100 2ND ST, Oakland, CA",37.793083,-122.26806,94607
3122,"400 E 20TH ST, Oakland, CA",37.8003023,-122.2489147,94606
3123,"49TH ST./TELEGRAPH AVE., Oakland, CA",37.8353057,-122.258684,94609
3124,"1600 WEBSTER ST, Oakland, CA",37.805026,-122.2673644,94612
3125,"00 LINDA AV, Oakland, CA",37.8273267,-122.2511807,94611
3126,"600 ALCATRAZ AV, Oakland, CA",37.8499509,-122.262369,94609
3127,"37TH ST & MARTIN LUTHER KING JR WY, Oakland, CA",37.8263095,-122.2692974,94609
3128,"1700 CASTRO ST, Oakland, CA",37.8088521,-122.275464,94612
3129,"14TH ST & PERALTA ST, Oakland, CA",37.81135880000001,-122.293961,94607
3130,"8800 INTERNATIONAL BLVD, Oakland, CA",37.7511736,-122.1751466,94621
3131,"3600 INTERNATIONAL BLVD, Oakland, CA",37.775923,-122.2218018,94601
3132,"2100 89TH AV, Oakland, CA",37.75378240000001,-122.1670414,94621
3133,"5700 OAK GROVE, Oakland, CA",37.8455561,-122.2530116,94618
3134,"300 JAYNE AV, Oakland, CA",37.8126417,-122.2571588,94610
3135,"1800 CASTRO ST, Oakland, CA",37.8093299,-122.2754835,94612
3136,"22ND ST./FRANKLIN ST., Oakland, CA",37.810813,-122.267019,94612
3137,"4500 BOND ST, Oakland, CA",37.7734868,-122.2113434,94601
3138,"2000 26TH AV, Oakland, CA",37.7854008,-122.2282153,94601
3139,"3600 DORISA AV, Oakland, CA",37.7559328,-122.147613,94605
3140,"1900 106TH AV, Oakland, CA",37.7400975,-122.1611892,94603
3141,"2200 ROSEDALE AV, Oakland, CA",37.7803879,-122.2096111,94601
3142,"6200 E 16TH ST, Oakland, CA",37.7645426,-122.1964132,94621
3143,"1400 C ST, Oakland, CA",37.67757599999999,-122.0734483,94541
3144,"5000 COLISEUM WAY, Oakland, CA",37.760713,-122.2098476,94621
3145,"1000 E 12TH ST, Oakland, CA",37.7913872,-122.2504657,94606
3146,"800 53RD ST, Oakland, CA",37.83801709999999,-122.2692541,94608
3147,"5900 SHATTUCK AV, Oakland, CA",37.8448399,-122.2649013,94609
3148,"75TH AV & BANCROFT AV, Oakland, CA",37.76505179999999,-122.1754925,94605
3149,"1100 NORWOOD AV, Oakland, CA",37.8086847,-122.2241067,94610
3150,"1800 16TH AV, Oakland, CA",37.7913702,-122.2413077,94606
3151,"3100 BROOKDALE AV, Oakland, CA",37.7917722,-122.2147885,94602
3152,"3400 MAGNOLIA ST, Oakland, CA",37.825768,-122.2814647,94608
3153,"105TH AVE, Oakland, CA",37.7364359,-122.1727116,94603
3154,"3100 UNION ST, Oakland, CA",37.8234272,-122.2832242,94608
3155,"3500 SANBORN DR, Oakland, CA",37.8104169,-122.1928018,94602
3156,"300 HUNTER AVE, Oakland, CA",37.7318182,-122.1834875,94603
3157,"6200 CLAREMONT AV, Oakland, CA",37.8494976,-122.2520285,94618
3158,"2000 WEBSTER ST, Oakland, CA",37.8084841,-122.2660719,94612
3159,"2500 14TH AV, Oakland, CA",37.7955879,-122.2353337,94606
3160,"3300 VALE AV, Oakland, CA",37.78613,-122.1984831,94619
3161,"74TH AV & HILLSIDE ST, Oakland, CA",37.76768860000001,-122.1728253,94605
3162,"600 RAND AV, Oakland, CA",37.8102942,-122.2462665,94610
3163,"2500 E 24TH ST, Oakland, CA",37.789044,-122.2264591,94601
3164,"2100 SANTA RITA ST, Oakland, CA",37.78330750000001,-122.2138605,94601
3165,"2900 75TH AV, Oakland, CA",37.769187,-122.1696602,94605
3166,"1900 10TH AV, Oakland, CA",37.7953778,-122.2450413,94606
3167,"1700 20TH AV, Oakland, CA",37.7883313,-122.2373152,94606
3168,"2600 E 20TH ST, Oakland, CA",37.7854477,-122.2279631,94601
3169,"4600 WALNUT ST, Oakland, CA",37.7809477,-122.2011208,94619
3170,"100 ATHOL AV, Oakland, CA",37.8005472,-122.2534955,94606
3171,"6300 MAJESTIC AV, Oakland, CA",37.7761834,-122.1779088,94605
3172,"5000 MELROSE AV, Oakland, CA",37.7742401,-122.2049561,94601
3173,"200 MACARTHUR BOULEVARD, Oakland, CA",37.7408432,-122.1481932,94577
3174,"1900 7TH AV, Oakland, CA",37.7975837,-122.2475255,94606
3175,"OAKLAND AIRPORT, Oakland, CA",37.7125689,-122.2197428,94621
3176,"200 ATHOL AV, Oakland, CA",37.8005895,-122.2522224,94606
3177,"800 5TH AV, Oakland, CA",37.7930855,-122.2575838,94606
3178,"500 10TH ST, Oakland, CA",37.8019727,-122.2734605,94607
3179,"4600 ROCKINGHAM CT, Oakland, CA",37.7858248,-122.1630812,94619
3180,"400 PENDLETON WY, Oakland, CA",37.7361285,-122.1998667,94621
3181,"48TH AV & FOOTHILL BLVD, Oakland, CA",37.7727263,-122.2076589,94601
3182,"700 BEATIE ST, Oakland, CA",37.8014025,-122.2423493,94606
3183,"2700 35TH AV, Oakland, CA",37.7885403,-122.2090347,94619
3184,"2400 MONTEREY BOULEVARD, Oakland, CA",37.8195258,-122.2062861,94611
3185,"2500 E 11TH ST, Oakland, CA",37.7798617,-122.235995,94601
3186,"300 DARIEN AV, Oakland, CA",37.73213399999999,-122.1865202,94603
3187,"2100 BLOCK OF E 15TH ST, Oakland, CA",37.7860373,-122.2381116,94606
3188,"80TH AV & ALDER ST, Oakland, CA",37.7572788,-122.1803085,94621
3189,"5900 KEITH AVE, Oakland, CA",37.8454886,-122.2483334,94618
3190,"1400 LAKESIDE DR, Oakland, CA",37.8029088,-122.2617746,94612
3191,"51ST ST, Oakland, CA",37.8370146,-122.2607885,94609
3192,"1900 SAN PABLO AV, Oakland, CA",37.8087976,-122.2726668,94612
3193,"14000 BROADWAY TER, Oakland, CA",37.8443874,-122.2140442,94611
3194,"4600 MELDON AV, Oakland, CA",37.7851682,-122.1951578,94619
3195,"ALCATRAZ AV & SHATTUCK AV, Oakland, CA",37.8495043,-122.2657364,94609
3196,"3200 SCHOOL ST, Oakland, CA",37.7937757,-122.2098327,94602
3197,"2500 PLEASANT ST, Oakland, CA",37.79754399999999,-122.2191381,94602
3198,"1600 MARKET ST, Oakland, CA",37.809529,-122.279348,94607
