,Address,Lat,Long,Zipcode
785,"3400 MAPLE AV, Oakland, CA",37.7954627,-122.2068756,94602
786,"10700 SNOWDOWN AV, Oakland, CA",37.7515232,-122.1336873,94605
787,"300 34TH ST, Oakland, CA",37.8217325,-122.2603946,94609
788,"300 FREDERIC AVE, Oakland, CA",37.6537185,-122.0805824,94544
789,"400 PIEDMONT AV, Oakland, CA",37.8264065,-122.2524382,94611
790,"104TH AV & BIRCH ST, Oakland, CA",37.7415489,-122.1620919,94603
791,"800 E 22ND ST, Oakland, CA",37.7988327,-122.2439383,94606
792,"2500 CHESTNUT ST, Oakland, CA",37.8184987,-122.28176,94608
793,"1700 LINDEN ST, Oakland, CA",37.8112737,-122.2829116,94607
794,"12TH ST & FRANKLIN ST, Oakland, CA",37.8024705,-122.2708314,94607
795,"1400 17TH ST, Oakland, CA",37.8133552,-122.2910897,94607
796,"6800 LION WY, Oakland, CA",37.7569123,-122.1973397,94621
797,"200 HANOVER AV, Oakland, CA",37.80257599999999,-122.2539272,94606
798,"500 28TH ST, Oakland, CA",37.8173472,-122.2676303,94609
799,"2000 86TH AV, Oakland, CA",37.7559471,-122.1696602,94621
800,"LAKE PARK AV, Oakland, CA",37.809944,-122.2458459,94610
801,"400 11TH ST, Oakland, CA",37.8022475,-122.2724337,94607
802,"7200 LOCKWOOD ST, Oakland, CA",37.7638618,-122.1816337,94621
803,"1900 FRANKLIN ST, Oakland, CA",37.8073796,-122.2676201,94612
804,"1100 12TH ST, Oakland, CA",37.8081869,-122.2856361,94607
805,"3500 KEMPTON WY, Oakland, CA",37.8210009,-122.2555749,94611
806,"3300 GUIDO ST, Oakland, CA",37.8025299,-122.1919432,94602
807,"1000 83RD AV, Oakland, CA",37.7516191,-122.1846047,94621
808,"1300 EL CENTRO AVE, Oakland, CA",37.8090728,-122.2181222,94602
809,"8400 EDGEWATER DR, Oakland, CA",37.7389999,-122.1989043,94621
810,"21ST AV & FOOTHILL BLVD, Oakland, CA",37.78686829999999,-122.2373539,94606
811,"73RD AV & GARFIELD AV, Oakland, CA",37.7669377,-122.1757181,94605
812,"1600 82ND AV, Oakland, CA",37.7566112,-122.1771549,94621
813,"1900 E 19TH ST, Oakland, CA",37.7897942,-122.2378651,94606
814,"1800 57TH AV, Oakland, CA",37.7681759,-122.1984591,94621
815,"7900 SURREY LN, Oakland, CA",37.7761177,-122.1373916,94605
816,"10000 SKYLINE BOULEVARD, Oakland, CA",37.8186768,-122.1804847,94619
817,"44TH ST & TELEGRAPH AV, Oakland, CA",37.83228620000001,-122.2635976,94609
818,"8400 PINE HILLS DRIVE, Oakland, CA",37.8337983,-122.1856395,94611
819,"1400 17TH AV, Oakland, CA",37.7877245,-122.243153,94606
820,"8200 SKYLINE BLVD, Oakland, CA",37.8349899,-122.1844274,94611
821,"2400 26TH AV, Oakland, CA",37.7883901,-122.2251137,94601
822,"1100 54TH ST, Oakland, CA",37.8376804,-122.28192,94608
823,"86TH AV & BIRCH ST, Oakland, CA",37.7552379,-122.171731,94621
824,"500 EL EMBARCADERO, Oakland, CA",37.8092472,-122.2495929,94610
825,"4100 MACARTHUR BLVD, Oakland, CA",37.78965609999999,-122.1965766,94619
826,"2000 AUSEON AV, Oakland, CA",37.75535989999999,-122.1692611,94621
827,"85TH AV & A ST, Oakland, CA",37.75248089999999,-122.1789528,94621
828,"6900 INTERNATIONAL BLVD, Oakland, CA",37.760898,-122.189674,94621
829,"9200 BANCROFT AV, Oakland, CA",37.7527405,-122.1649268,94603
830,"1200 95TH AV, Oakland, CA",37.744888,-122.175151,94603
831,"6400 HILLEGASS AVE, Oakland, CA",37.8511803,-122.254333,94618
832,"300 LEE ST, Oakland, CA",37.8109158,-122.2563914,94610
833,"8900 D ST, Oakland, CA",37.74816,-122.179727,94621
834,"MYRTLE ST & 14TH ST, Oakland, CA",37.8087224,-122.2818876,94607
835,"1600 16TH AV, Oakland, CA",37.7900251,-122.2426016,94606
836,"1400 73RD AV, Oakland, CA",37.75920989999999,-122.1868747,94621
837,"00 KINGWOOD RD, Oakland, CA",37.7963291,-122.1755151,94619
838,"2600 BEST AV, Oakland, CA",37.7777359,-122.1987491,94619
839,"700 KEVIN COURT, Oakland, CA",37.7576486,-122.2069733,94621
840,"8200 A ST, Oakland, CA",37.75426,-122.1814729,94621
841,"3300 72ND AV, Oakland, CA",37.7696682,-122.1731515,94605
842,"100 10TH ST, Oakland, CA",37.7983305,-122.2645954,94607
843,"2300 MARKET ST, Oakland, CA",37.815228,-122.278096,94607
844,"2000 E 23RD ST, Oakland, CA",37.79264200000001,-122.2336575,94606
845,"6200 LA SALLE AV, Oakland, CA",37.8266975,-122.209268,94611
846,"2000 HIGH ST, Oakland, CA",37.7761126,-122.2102736,94601
847,"3200 BURDECK DR, Oakland, CA",37.8076525,-122.1917658,94602
848,"3800 SAN JUAN ST, Oakland, CA",37.7796066,-122.2158632,94601
849,"108TH AV & BANCROFT AV, Oakland, CA",37.740306,-122.1559869,94603
850,"700 E 23RD ST, Oakland, CA",37.8002196,-122.2438136,94606
851,"9400 OSCAR AV, Oakland, CA",37.73876870000001,-122.1863419,94603
852,"1800 28TH AV, Oakland, CA",37.7832608,-122.2260518,94601
853,"5900 COLLEGE AVE, Oakland, CA",37.847382,-122.251794,94618
854,"3600 MANGELS AV, Oakland, CA",37.7903882,-122.2039106,94619
855,"2200 9TH AV, Oakland, CA",37.7981033,-122.2431012,94606
856,"1600 24TH AV, Oakland, CA",37.7841868,-122.2328778,94601
857,"1800 10TH ST, Oakland, CA",37.8112181,-122.3018878,94607
858,"8200 OLIVE ST, Oakland, CA",37.7591535,-122.1722938,94621
859,"6200 FENHAM ST, Oakland, CA",37.7603773,-122.1983713,94621
860,"3300 CHESTNUT ST, Oakland, CA",37.82435359999999,-122.2793281,94608
861,"1900 42ND AV, Oakland, CA",37.7759576,-122.2131821,94601
862,"2100BLK BROADWAY, Oakland, CA",37.810121,-122.26731,94612
863,"6500 FOOTHILL BLVD, Oakland, CA",37.7708264,-122.1830084,94605
864,"86TH AV & DOWLING ST, Oakland, CA",37.7577266,-122.1663973,94605
865,"6400 HEATHER RIDGE WY, Oakland, CA",37.843075,-122.2065078,94611
866,"100 CLAY ST, Oakland, CA",37.7963315,-122.2791808,94607
867,"5000 KEARNEY AVE, Oakland, CA",37.8121747,-122.1987491,94602
868,"900 BROCKHURST ST, Oakland, CA",37.82326279999999,-122.275797,94608
869,"4100 MOUNTAIN VIEW AVE, Oakland, CA",37.7821729,-122.1745574,94605
870,"3000 COOLIDGE AV, Oakland, CA",37.7917798,-122.2147827,94602
871,"700 E 17TH ST, Oakland, CA",37.7962935,-122.2493461,94606
872,"2600 68TH AV, Oakland, CA",37.7665767,-122.1829271,94605
873,"84TH AV & DOWLING ST, Oakland, CA",37.75926210000001,-122.1675478,94605
874,"400 BLK HOWE ST, Oakland, CA",37.8296046,-122.24982,94611
875,"600 W MACARTHUR BLVD, Oakland, CA",37.8272823,-122.267719,94609
876,"1000 BLK OF 26TH ST., Oakland, CA",37.818553,-122.2796068,94607
877,"200 ORANGE ST, Oakland, CA",37.8149449,-122.2581264,94610
878,"400 27TH ST, Oakland, CA",37.8160954,-122.2656722,94612
879,"5400 TRASK AVE, Oakland, CA",37.7736079,-122.1967104,94601
880,"200 JAYNE AV, Oakland, CA",37.8126417,-122.2571588,94610
881,"800 JEFFERSON ST, Oakland, CA",37.8016809,-122.2771593,94607
882,"200 29TH ST, Oakland, CA",37.8161155,-122.2586509,94611
883,"2300 80TH AV, Oakland, CA",37.7621012,-122.1696602,94605
884,"42ND AV & FOOTHILL BLVD, Oakland, CA",37.7756112,-122.2128372,94601
885,"900 32ND ST, Oakland, CA",37.82241,-122.2760107,94608
886,"2600 INTERNATIONAL BLVD, Oakland, CA",37.7815754,-122.2322846,94601
887,"CASTRO ST & 9TH ST, Oakland, CA",37.8031692,-122.2791532,94607
888,"24TH ST & TELEGRAPH AV, Oakland, CA",37.8134739,-122.2685886,94612
889,"14TH FRANKLIN ST, Oakland, CA",37.803871,-122.269741,94612
890,"10100 PEARMAIN ST, Oakland, CA",37.7366336,-122.1785442,94603
891,"4500 FOOTHILL BLVD, Oakland, CA",37.774208,-122.2107982,94601
892,"3400 GRAND AVE, Oakland, CA",37.8139171,-122.2460958,94610
893,"500 WEBSTER PL, Oakland, CA",37.7969268,-122.2726279,94607
894,"3500 PERALTA ST, Oakland, CA",37.826795,-122.2812983,94608
895,"1300 E 36TH ST, Oakland, CA",37.8026096,-122.2304547,94602
896,"9800 LYNDHURST ST, Oakland, CA",37.7359795,-122.1831295,94603
897,"4300 MACARTHUR BLVD, Oakland, CA",37.7872279,-122.194271,94619
898,"BROADWAY/21ST ST, Oakland, CA",37.8100695,-122.2671053,94612
899,"900 APGAR ST, Oakland, CA",37.8290232,-122.2743793,94608
900,"1700 4TH AV, Oakland, CA",37.7984648,-122.2518966,94606
901,"2500 25TH AV, Oakland, CA",37.7897579,-122.2253806,94601
902,"8800 DOWLING ST, Oakland, CA",37.7556832,-122.1651365,94605
903,"KAISER PLAZA / 21ST STREET, Oakland, CA",37.809398,-122.2654413,94612
904,"600 HILLSBOROUGH ST, Oakland, CA",37.8052252,-122.2481508,94606
905,"3000 SYLVAN AV, Oakland, CA",37.8010967,-122.2011315,94602
906,"11000 SAN LEANDRO ST, Oakland, CA",37.7328082,-122.1711015,94603
907,"1700 8TH ST, Oakland, CA",37.807932,-122.300495,94607
908,"1500 INTERNATIONAL BLVD, Oakland, CA",37.7890587,-122.2449381,94606
909,"3900 OPAL ST, Oakland, CA",37.8275305,-122.2587386,94609
910,"2900 TELEGRAPH AVE, Oakland, CA",37.8182431,-122.2672519,94609
911,"1200 JEFFERSON ST, Oakland, CA",37.8043701,-122.2756338,94612
912,"5600 TELEGRAPH AV, Oakland, CA",37.841786,-122.2616563,94609
913,"6200 LEONA ST, Oakland, CA",37.7823225,-122.1723211,94605
914,"46TH ST/47TH ST SHATTUCK AVE, Oakland, CA",,,
915,"600 ATHOL AV, Oakland, CA",37.8056484,-122.2430767,94610
916,"1200 66TH AV, Oakland, CA",37.7602659,-122.1961718,94621
917,"10TH AVE AND EAST 11TH ST, Oakland, CA",37.7907303,-122.2516039,94606
918,"8100 SKYLINE BLVD, Oakland, CA",37.8368442,-122.1865146,94611
919,"72ND AV & HAWLEY ST, Oakland, CA",37.7551344,-122.1948725,94621
920,"1600 98TH AV, Oakland, CA",37.7453273,-122.1680338,94603
921,"100 STONEWALL RD, Oakland, CA",37.862432,-122.2438301,94705
922,"13TH ST & FRANKLIN ST, Oakland, CA",37.8031538,-122.2703842,94612
923,"37TH AV & SAN LEANDRO ST, Oakland, CA",37.7731516,-122.2224235,94601
924,"8000 SHAY DR, Oakland, CA",37.7729307,-122.1375691,94605
925,"1900 50TH AVE, Oakland, CA",37.7726653,-122.2063847,94601
926,"3700 NEVIL ST, Oakland, CA",37.7857515,-122.2087687,94601
927,"3200 ARKANSAS ST, Oakland, CA",37.7947193,-122.2076109,94602
928,"500 BRUSH, Oakland, CA",37.8009272,-122.2821958,94607
929,"2400 WEBSTER ST., Oakland, CA",37.8133668,-122.264565,94612
930,"1800 MARKET ST, Oakland, CA",37.81142639999999,-122.2796401,94607
931,"5800 ROMANY, Oakland, CA",37.8414273,-122.2379593,94618
932,"4300 TELEGRAPH AV, Oakland, CA",37.8318807,-122.2634761,94609
933,"OLIVER AV, Oakland, CA",37.7473507,-122.1534382,94605
934,"1500 ADELINE ST, Oakland, CA",37.810239,-122.285383,94607
935,"3000 NICOL AV, Oakland, CA",37.7932265,-122.2149308,94602
936,"3600 WEBSTER ST, Oakland, CA",37.8235982,-122.2620561,94609
937,"4100 GILBERT ST, Oakland, CA",37.8279138,-122.2545886,94611
938,"4100 INTERNATIONAL BLVD, Oakland, CA",37.7734195,-122.2166517,94601
939,"900 69TH AV, Oakland, CA",37.7566464,-122.1961332,94621
940,"300 SANTA CLARA AV, Oakland, CA",37.8160881,-122.2494359,94610
941,"4900 LINCOLN WY, Oakland, CA",37.8114886,-122.1996597,94602
942,"9800 BERNHARDT DR, Oakland, CA",37.7320006,-122.1865558,94603
943,"1700 14TH ST, Oakland, CA",37.812672,-122.2965253,94607
944,"1500BLK WEBSTER ST, Oakland, CA",37.7734785,-122.2765147,94501
945,"2200 FOOTHILL BLVD, Oakland, CA",37.7862403,-122.2362912,94606
946,"3000 CHAPMAN ST, Oakland, CA",37.7726262,-122.2312101,94601
947,"6100 MONADNOCK WY, Oakland, CA",37.7762417,-122.1816337,94605
948,"3200 GRAND AV, Oakland, CA",37.8115501,-122.2473534,94610
949,"800 ADELINE ST, Oakland, CA",37.8048507,-122.2878486,94607
950,"2700 67TH AV, Oakland, CA",37.7682343,-122.1817557,94605
951,"1800 MANDELA PARKWAY, Oakland, CA",37.81372030000001,-122.2902707,94607
952,"200BLK WEBSTER ST, Oakland, CA",,,
953,"1900 INTERNATIONAL BOULEVARD, Oakland, CA",37.7865518,-122.2407829,94606
954,"SAN LEANDRO/ 66TH, Oakland, CA",37.7568966,-122.2013975,94621
955,"7800 PLYMOUTH ST, Oakland, CA",37.7609181,-122.1779531,94621
956,"1700 CHESTNUT ST, Oakland, CA",37.8115458,-122.283976,94607
957,"100 MARTIN LUTHER KING JR W, Oakland, CA",37.7971846,-122.28158,94607
958,"10300 INTERNATIONAL BLVD, Oakland, CA",37.7409024,-122.1675536,94603
959,"300 NEWTON AVE, Oakland, CA",37.8017031,-122.2484429,94606
960,"E 28TH ST & 9TH AV, Oakland, CA",37.8014797,-122.2383339,94606
961,"300 BLK E 12TH AVE, Oakland, CA",37.8017597,-122.268534,94607
962,"8000 COLLINS DR, Oakland, CA",37.745513,-122.1962047,94621
963,"800 CLEVELAND AV, Oakland, CA",37.8040708,-122.2429568,94606
964,"4600 INTERNATIONAL BLVD, Oakland, CA",37.7708629,-122.2117102,94601
965,"1400 37TH AV, Oakland, CA",37.7752416,-122.2208449,94601
966,"3200 E 12TH ST, Oakland, CA",37.7762656,-122.2260153,94601
967,"5900 HILTON ST, Oakland, CA",37.7695454,-122.1932037,94605
968,"500 W 33RD / TELEGRAPH ST, Oakland, CA",,,
969,"2400 E 21ST ST, Oakland, CA",37.787429,-122.2296234,94601
970,"2300 E 12TH ST, Oakland, CA",37.7825941,-122.2366699,94601
971,"10400 STANLEY AV, Oakland, CA",37.7455467,-122.1502329,94605
972,"1300 7TH ST, Oakland, CA",37.8046717,-122.2912867,94607
973,"8600 MOUNTAIN BLVD, Oakland, CA",37.7685517,-122.1532561,94605
974,"700 FILBERT ST, Oakland, CA",37.8031016,-122.2850254,94607
975,"1100 MCKINLEY AV, Oakland, CA",37.8038207,-122.2385198,94610
976,"66TH ST & SAN PABLO AV, Oakland, CA",37.848822,-122.2855374,94608
977,"CLAY ST, Oakland, CA",37.8011612,-122.276183,94607
978,"1400 27TH AV, Oakland, CA",37.7807907,-122.2314462,94601
979,"4600 46TH ST, Oakland, CA",37.8347058,-122.2698693,94608
980,"00 CONRAD CT, Oakland, CA",37.8432345,-122.2032375,94611
981,"9500 SUNNYSIDE ST, Oakland, CA",37.7502579,-122.1642717,94603
982,"600 E 12TH ST, Oakland, CA",37.7943331,-122.253944,94606
983,"WEBSTER ST & 11TH ST, Oakland, CA",37.8013229,-122.2700731,94607
984,"3300 14TH AV, Oakland, CA",37.8001212,-122.2275097,94602
985,"8800 D ST, Oakland, CA",37.748821,-122.1805358,94621
986,"500 63RD ST, Oakland, CA",37.848705,-122.2607381,94609
987,"3200 WALKER  AVENUE, Oakland, CA",37.8147268,-122.2450357,94610
988,"2ND STREET, Oakland, CA",37.7951195,-122.2739576,94607
989,"4700 CONGRESS AV, Oakland, CA",37.7786869,-122.2043636,94601
990,"200 BLOCK OF CLAY ST, Oakland, CA",37.7970136,-122.2787532,94607
991,"2600 21ST AV, Oakland, CA",37.7939894,-122.2305192,94606
992,"1700BLK FRANKLIN ST, Oakland, CA",,,
993,"00 SKYWAY LANE, Oakland, CA",37.7836428,-122.1418649,94619
994,"7100 EDGEWATER DRIVE, Oakland, CA",37.7490633,-122.2095918,94621
995,"INTERNATIONAL BLVD & SEMINARY AV, Oakland, CA",37.7651229,-122.1995431,94621
996,"6400 BLUE ROCK COURT, Oakland, CA",37.7792901,-122.1671466,94605
997,"300 FAIRMOUNT AVE, Oakland, CA",37.8174107,-122.2588238,94611
998,"400 E 12TH ST, Oakland, CA",37.7958396,-122.2554168,94606
999,"100 MONTECITO AVE, Oakland, CA",37.8112695,-122.2604915,94610
1000,"MARKET ST, Oakland, CA",37.8217786,-122.2761485,94608
1001,"6600 SARONI DRIVE, Oakland, CA",37.8320788,-122.2028723,94611
1002,"3200 PARK BLVD, Oakland, CA",37.8029645,-122.2362515,94610
1003,"900 41ST ST, Oakland, CA",37.8315617,-122.2737388,94608
1004,"3000 FRUITVALE AV, Oakland, CA",37.7945123,-122.2181669,94602
1005,"1700 POPLAR ST, Oakland, CA",37.8124352,-122.2881078,94607
1006,"1500 SOLANO WY, Oakland, CA",37.7885659,-122.2456054,94606
1007,"5800 MACARTHUR BLVD, Oakland, CA",37.77630509999999,-122.1865292,94605
1008,"3000 E 17TH ST, Oakland, CA",37.7817086,-122.2251588,94601
1009,"700 FALLON ST, Oakland, CA",37.7958897,-122.2646394,94607
1010,"1200 19TH AV, Oakland, CA",37.785638,-122.2417974,94606
1011,"6000 ESTATES DR, Oakland, CA",37.83042200000001,-122.217649,94611
1012,"2400 SAVANNAH CT, Oakland, CA",37.7542744,-122.1618174,94605
1013,"5300 COLE ST, Oakland, CA",37.7733227,-122.1983057,94601
1014,"1700 16TH ST, Oakland, CA",37.8140003,-122.2954641,94607
1015,"100 MARLOW DRIVE, Oakland, CA",37.73690510000001,-122.1387947,94605
1016,"7300 BANCROFT AV, Oakland, CA",37.7658838,-122.1768995,94605
1017,"4000 FOOTHILL BLVD, Oakland, CA",37.77780610000001,-122.2150195,94601
1018,"400 VALLE VISTA AV, Oakland, CA",37.8138183,-122.2483678,94610
1019,"7TH ST, Oakland, CA",37.805542,-122.2960263,94607
1020,"3900 MERA ST, Oakland, CA",37.7795253,-122.2143669,94601
1021,"7200 INTERNATIONAL BLVD, Oakland, CA",37.7599106,-122.1876865,94621
1022,"1000 104TH AV, Oakland, CA",37.7370566,-122.1731513,94603
1023,"W GRAND AV & SAN PABLO AV, Oakland, CA",37.8128167,-122.2739311,94612
1024,"1000 POPLAR ST, Oakland, CA",37.8086096,-122.2899209,94607
1025,"3700 ALLENDALE AV, Oakland, CA",37.7872418,-122.2067641,94619
1026,"2ND ST & FRANKLIN ST, Oakland, CA",37.7955993,-122.2751163,94607
1027,"4200 CARRINGTON ST, Oakland, CA",37.7774222,-122.2105583,94601
1028,"5300 COLLEGE AVE, Oakland, CA",37.83789429999999,-122.2510758,94618
1029,"6600 SARONI DR, Oakland, CA",37.8320788,-122.2028723,94611
1030,"1000 10TH, Oakland, CA",37.7902834,-122.2521977,94606
1031,"1300 95TH AV, Oakland, CA",37.7456838,-122.1737732,94603
1032,"5800 CHELTON DR, Oakland, CA",37.8231831,-122.1998508,94611
1033,"500 VAN BUREN AV, Oakland, CA",37.810843,-122.2514609,94610
1034,"1800 34TH AV, Oakland, CA",37.7817616,-122.2209956,94601
1035,"2900 POPLAR ST, Oakland, CA",37.8218635,-122.2847653,94608
1036,"1200 73RD AV, Oakland, CA",37.7580347,-122.1890072,94621
1037,"37TH ST & TELEGRAPH AV, Oakland, CA",37.8256628,-122.2654008,94609
1038,"3100 MAXWELL AV, Oakland, CA",37.7804596,-122.1936059,94619
1039,"200 E 12TH ST, Oakland, CA",37.7972771,-122.2572746,94606
1040,"3000 JOAQUIN MILLER ROAD, Oakland, CA",37.8113032,-122.1943523,94602
1041,"7200 BANCROFT AVE, Oakland, CA",37.7681292,-122.1761509,94605
1042,"9500 E ST, Oakland, CA",37.7437844,-122.1779975,94603
1043,"1900 HARRISON ST, Oakland, CA",37.8064018,-122.2654356,94612
1044,"2900 E. 9TH ST (20X), Oakland, CA",37.77515959999999,-122.2327926,94601
1045,"5400 INTERNATIONAL BLVD, Oakland, CA",37.7681112,-122.205121,94601
1046,"800 E 24TH ST, Oakland, CA",37.800143,-122.2419832,94606
1047,"2500 FERN ST, Oakland, CA",37.7793014,-122.2017574,94601
1048,"400 E 17TH ST, Oakland, CA",37.7984511,-122.251897,94606
1049,"1900 PLEASANT VALLEY AVE, Oakland, CA",37.830897,-122.2481228,94611
1050,"1700 103RD AV, Oakland, CA",37.7417042,-122.1647852,94603
1051,"5800 GRIZZLY PEAK BLVD, Oakland, CA",37.8556208,-122.2113068,94611
1052,"8400 PARDEE DR, Oakland, CA",37.732928,-122.2031605,94621
1053,"3500 KINGSLAND AV, Oakland, CA",37.7838158,-122.1910342,94619
1054,"5900 MONADNOCK WY, Oakland, CA",37.7769189,-122.1831942,94605
1055,"4500 WEST ST, Oakland, CA",37.8340114,-122.270044,94608
1056,"2900 DELAWARE ST, Oakland, CA",37.7967863,-122.2076604,94602
1057,"2300 12TH ST, Oakland, CA",37.8145618,-122.3069123,94607
1058,"4300 BROADWAY, Oakland, CA",37.8315231,-122.2540194,94611
1059,"900 PERALTA ST, Oakland, CA",37.8080679,-122.2965734,94607
1060,"3800 SAN PABLO AV, Oakland, CA",37.828898,-122.278394,94608
1061,"600 49TH ST, Oakland, CA",37.8358062,-122.263195,94609
1062,"5100 WEST, Oakland, CA",37.8361696,-122.269494,94608
1063,"1100 E 21ST ST, Oakland, CA",37.7959541,-122.242371,94606
1064,"9200 E ST, Oakland, CA",37.7456789,-122.1796797,94603
1065,"6100 CAMDEN ST, Oakland, CA",37.7742473,-122.1840571,94605
1066,"7100 LOCKWOOD ST, Oakland, CA",37.7641807,-122.1818111,94621
1067,"1900 85TH AV, Oakland, CA",37.7560115,-122.1722735,94621
1068,"500 INDEPENDENT RD, Oakland, CA",37.7553851,-122.2080373,94621
1069,"1600 INTERNATIONAL BLVD, Oakland, CA",37.7883618,-122.2439824,94606
1070,"MARTIN LUTHER KING JR/ADELINE, Oakland, CA",,,
1071,"1900 INTERNATIONAL BLVD, Oakland, CA",37.7865518,-122.2407829,94606
1072,"9300 WALTER AV, Oakland, CA",37.740035,-122.1861751,94603
1073,"10200 E ST, Oakland, CA",37.7389712,-122.1747616,94603
1074,"9500 PEACH ST, Oakland, CA",37.7510112,-122.1621119,94603
1075,"1500 68TH AV, Oakland, CA",37.76168759999999,-122.1897483,94621
1076,"1500 34TH AV, Oakland, CA",37.7777619,-122.2227991,94601
1077,"5200 BROADWAY TERRACE, Oakland, CA",37.8371425,-122.2506554,94618
1078,"4400 WORDEN WY, Oakland, CA",37.7893503,-122.1879605,94619
1079,"4500 INTERNATIONAL BLVD, Oakland, CA",37.77156,-122.212488,94601
1080,"7400 LOCKWOOD ST, Oakland, CA",37.7625177,-122.1803633,94621
1081,"2800 E 27TH ST, Oakland, CA",37.7908768,-122.2214017,94601
1082,"2400 SEMINARY AV, Oakland, CA",37.7699679,-122.1926526,94605
1083,"1400 4TH AV, Oakland, CA",37.7964969,-122.2546527,94606
1084,"500 KENMORE AV, Oakland, CA",37.81739719999999,-122.238861,94610
1085,"7700 NEY AV, Oakland, CA",37.7681976,-122.1673984,94605
1086,"3800 MAYBELLE AV, Oakland, CA",37.7896021,-122.1929367,94619
1087,"7600 HAMILTON ST, Oakland, CA",37.7552947,-122.1891871,94621
1088,"2900 E 9TH ST, Oakland, CA",37.77515959999999,-122.2327926,94601
1089,"41ST ST/SHAFTER AVE, Oakland, CA",37.8300726,-122.2649402,94609
1090,"2000 10TH AV, Oakland, CA",37.7960912,-122.2440892,94606
1091,"2300 26TH AV, Oakland, CA",37.7875295,-122.2262041,94601
1092,"1100 101ST AV, Oakland, CA",37.739444,-122.1733854,94603
1093,"3500 LINCOLN AVE, Oakland, CA",37.7998379,-122.2140715,94602
1094,"5300 BROADWAY, Oakland, CA",37.8373934,-122.2501594,94618
1095,"4300 TELEGRAPH AVE, Oakland, CA",37.8318807,-122.2634761,94609
1096,"2900 UNION ST, Oakland, CA",37.821562,-122.283797,94608
1097,"96TH AV & BIRCH ST, Oakland, CA",37.7483087,-122.1661274,94603
1098,"1500 1ST AVE, Oakland, CA",37.7996084,-122.2558605,94606
1099,"5200 GOLDEN GATE AV, Oakland, CA",37.8453063,-122.2333816,94618
1100,"600 31ST ST, Oakland, CA",37.8205341,-122.2703455,94609
1101,"1800 109TH AVE, Oakland, CA",37.7380955,-122.160657,94603
1102,"1300 107TH AV, Oakland, CA",37.7369771,-122.1678862,94603
1103,"LAKE MERRITT BOULEVARD, Oakland, CA",37.7993092,-122.2617701,94612
1104,"1300 CLAY ST, Oakland, CA",37.8047226,-122.2735856,94612
1105,"300 FRANK H OGAWA PLZ, Oakland, CA",37.8059013,-122.2711931,94612
1106,"800 41ST ST, Oakland, CA",37.8309969,-122.2708197,94608
1107,"2000 LINDEN ST, Oakland, CA",37.8132934,-122.282092,94607
1108,"5600 SKYLINE BOULEVARD, Oakland, CA",37.8558711,-122.2140852,94611
1109,"TOLER AV & 99TH AV, Oakland, CA",37.7464725,-122.1590357,94603
1110,"900 FILBERT ST, Oakland, CA",37.80503520000001,-122.2843285,94607
1111,"10000 DOOLITTLE DR, Oakland, CA",37.7255924,-122.1992389,94603
1112,"4700 KAPHAN AVE, Oakland, CA",37.789417,-122.1838083,94619
1113,"300 MACARTHUR BOULEVARD, Oakland, CA",37.8145724,-122.2515947,94610
1114,"2400 14TH AV, Oakland, CA",37.795259,-122.2363622,94606
1115,"1800 HARRISON ST, Oakland, CA",37.8058376,-122.2649456,94612
1116,"5200 DESMOND ST, Oakland, CA",37.8361587,-122.2528132,94618
1117,"3700 ARDLEY AV, Oakland, CA",37.80190899999999,-122.2234915,94602
1118,"67TH AV & BANCROFT AV, Oakland, CA",37.7691522,-122.1806984,94605
1119,"7600 INTERNATIONAL BLVD, Oakland, CA",37.7581182,-122.1847675,94621
1120,"8200 D ST, Oakland, CA",37.7531216,-122.1837986,94621
1121,"500 E 12TH ST, Oakland, CA",37.7951542,-122.2543773,94606
1122,"700 52ND ST, Oakland, CA",37.837443,-122.266687,94609
1123,"3900 BROADWAY, Oakland, CA",37.8264074,-122.2567481,94611
1124,"3000 57TH AV, Oakland, CA",37.7760867,-122.1881998,94605
1125,"1400 29TH AV, Oakland, CA",37.7793624,-122.2290597,94601
1126,"1700 PERALTA ST, Oakland, CA",37.8133901,-122.2923471,94607
1127,"200 28TH ST, Oakland, CA",37.8160002,-122.2616349,94611
1128,"1800 88TH AV, Oakland, CA",37.7529002,-122.1709737,94621
1129,"3500 GRAND AV, Oakland, CA",37.81419810000001,-122.245758,94610
1130,"8700 INTERNATIONAL BOULEVARD, Oakland, CA",37.7516416,-122.1754697,94621
1131,"1600 55TH AV, Oakland, CA",37.7686354,-122.2012411,94621
1132,"2300 COLOMA ST, Oakland, CA",37.8017461,-122.2135122,94602
1133,"3800 TELEGRAPH AVE, Oakland, CA",37.8270535,-122.2650245,94609
1134,"600 W GRAND AV, Oakland, CA",37.8125461,-122.2715697,94612
1135,"1900 VICKSBURG AV, Oakland, CA",37.7726478,-122.202959,94601
1136,"ALICE ST, Oakland, CA",37.7993663,-122.2683772,94607
1137,"5600 MILES AV, Oakland, CA",37.8440219,-122.2541191,94618
1138,"600 JEAN ST, Oakland, CA",37.8176538,-122.2475528,94610
1139,"45TH AV & SAN LEANDRO ST, Oakland, CA",37.7694106,-122.2156305,94601
1140,"1400 10TH AV, Oakland, CA",37.7920919,-122.2496657,94606
1141,"1000 JEFFERSON ST, Oakland, CA",37.8031171,-122.2761553,94607
1142,"1300 FRUITVALE AV, Oakland, CA",37.7769007,-122.2262146,94601
