,CrimeType,DateTime,CaseNumber,Description,PoliceBeat,Address,City,State,Lat,Long,Zip,ind_poverty_pct,ind_poverty_moe,family_poverty_pct,family_poverty_moe
143,ROBBERY,2018-03-08 20:00:00,18-012522,ROBBERY-KNIFE OR CUTTING INSTRUMENT,26X,1200 46TH AVE,Oakland,CA,37.7708158,-122.2119763,94601,27.5,2.3,25.0,2.4
144,ASSAULT,2018-03-10 17:23:00,18-012523,BATTERY,20X,1400 FRUITVALE AV,Oakland,CA,37.777623,-122.22585,94601,27.5,2.3,25.0,2.4
145,ASSAULT,2018-03-10 16:30:00,18-012525,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,23X,3300 E 17TH ST,Oakland,CA,37.7812333,-122.2225996,94601,27.5,2.3,25.0,2.4
146,THEFT/LARCENY,2018-03-09 13:20:00,18-012364,THEFT,21X,2400 24TH AV,Oakland,CA,37.7895332,-122.2272466,94601,27.5,2.3,25.0,2.4
147,MOTOR VEHICLE THEFT,2018-03-09 18:45:00,18-012369,VEHICLE THEFT - AUTO,23X,3700 E 12TH ST,Oakland,CA,37.7741199,-122.2213585,94601,27.5,2.3,25.0,2.4
148,ASSAULT,2018-03-09 21:00:00,18-012434,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,23X,1700 41ST AV,Oakland,CA,37.7751492,-122.2150945,94601,27.5,2.3,25.0,2.4
149,VANDALISM,2018-03-09 21:30:00,18-012391,VANDALISM:DEFACE PROPERTY,24X,4100 FOOTHILL BLVD,Oakland,CA,37.776568,-122.2133349,94601,27.5,2.3,25.0,2.4
150,THEFT/LARCENY,2018-01-29 19:30:00,18-902398,BURGLARY-AUTO,23X,E 12TH ST & FRUITVALE AV,Oakland,CA,37.7762652,-122.2265264,94601,27.5,2.3,25.0,2.4
151,MOTOR VEHICLE THEFT,2018-03-09 17:00:00,18-012454,VEHICLE THEFT - AUTO,27X,5100 FAIRFAX AV,Oakland,CA,37.7751999,-122.2005033,94601,27.5,2.3,25.0,2.4
152,MOTOR VEHICLE THEFT,2018-03-10 06:37:00,18-012463,VEHICLE THEFT - AUTO,20X,2500 E 11TH ST,Oakland,CA,37.7798617,-122.235995,94601,27.5,2.3,25.0,2.4
153,ASSAULT,2018-03-10 10:48:00,18-012467,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,21Y,3200 E 27TH ST,Oakland,CA,37.7894488,-122.2177237,94601,27.5,2.3,25.0,2.4
154,MOTOR VEHICLE THEFT,2018-03-09 14:14:00,18-012325,VEHICLE THEFT - AUTO,20X,1500 25TH AV,Oakland,CA,37.7829301,-122.2329119,94601,27.5,2.3,25.0,2.4
155,VANDALISM,2018-03-05 02:00:00,18-903742,VANDALISM,26X,4400 SAN LEANDRO ST,Oakland,CA,37.7700188,-122.2163593,94601,27.5,2.3,25.0,2.4
156,VANDALISM,2018-03-05 01:00:00,18-903755,VANDALISM,24X,2000 ROSEDALE AV,Oakland,CA,37.7782992,-122.2126699,94601,27.5,2.3,25.0,2.4
157,VANDALISM,2018-02-28 00:00:00,18-903463,VANDALISM,20X,2400 FOOTHILL BLVD,Oakland,CA,37.7847768,-122.2323108,94601,27.5,2.3,25.0,2.4
158,VANDALISM,2018-03-01 21:30:00,18-903591,VANDALISM,24X,3500 CUSTER ST,Oakland,CA,37.7855249,-122.2145535,94601,27.5,2.3,25.0,2.4
159,THEFT/LARCENY,2018-03-02 08:45:00,18-903600,BURGLARY-AUTO,24X,3600 NEVIL ST,Oakland,CA,37.7864399,-122.2095667,94601,27.5,2.3,25.0,2.4
160,THEFT/LARCENY,2018-02-27 20:30:00,18-903497,THEFT,23X,3900 ALAMEDA AV,Oakland,CA,37.7682049,-122.226248,94601,27.5,2.3,25.0,2.4
161,THEFT/LARCENY,2018-02-28 20:00:00,18-903550,BURGLARY-AUTO,27X,4500 FAIRFAX AV,Oakland,CA,37.7807779,-122.2058495,94601,27.5,2.3,25.0,2.4
162,FRAUD,2018-02-22 15:00:00,18-903554,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,23X,1200 37TH AV,Oakland,CA,37.7741815,-122.2216609,94601,27.5,2.3,25.0,2.4
163,THEFT/LARCENY,2018-02-26 18:28:00,18-903571,THEFT,20X,3000 E 9TH ST,Oakland,CA,37.7757276,-122.230647,94601,27.5,2.3,25.0,2.4
164,THEFT/LARCENY,2018-02-28 21:55:00,18-903573,THEFT,23X,3400 E 12TH ST,Oakland,CA,37.7760572,-122.2237023,94601,27.5,2.3,25.0,2.4
165,BURGLARY,2018-02-26 06:35:00,18-903434,BURGLARY-FORCIBLE ENTRY,26X,1200 53RD AV,Oakland,CA,37.76602,-122.2080666,94601,27.5,2.3,25.0,2.4
166,THEFT/LARCENY,2018-03-15 07:00:00,18-013487,THEFT,23X,3400 E 12TH ST,Oakland,CA,37.7760572,-122.2237023,94601,27.5,2.3,25.0,2.4
167,MOTOR VEHICLE THEFT,2018-03-16 11:59:00,18-013545,VEHICLE THEFT - AUTO,20X,2900 GLASCOCK ST,Oakland,CA,37.7724537,-122.2341684,94601,27.5,2.3,25.0,2.4
168,DRUGS/ALCOHOL VIOLATIONS,2018-03-16 10:00:00,18-013061,POSSESS CONTROLLED SUBSTANCE FOR SALE,23X,1700 34TH AV,Oakland,CA,37.7808036,-122.2214657,94601,27.5,2.3,25.0,2.4
169,ASSAULT,2018-03-21 00:27:00,18-013097,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,24X,2500 35TH AV,Oakland,CA,37.7870596,-122.2116282,94601,27.5,2.3,25.0,2.4
170,ASSAULT,2018-03-16 23:55:00,18-013491,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,24X,3500 FOOTHILL BLVD,Oakland,CA,37.782112,-122.2187431,94601,27.5,2.3,25.0,2.4
171,WEAPONS,2018-03-16 00:45:00,18-013497,USE/POSSESS TEARGAS BY CONVICTED FELON,21X,2300 FOOTHILL BLVD,Oakland,CA,37.7852402,-122.2337694,94601,27.5,2.3,25.0,2.4
172,THEFT/LARCENY,2018-01-08 17:30:00,18-901182,BURGLARY-AUTO,21Y,2700 FRUITVALE AV,Oakland,CA,37.7905832,-122.219915,94601,27.5,2.3,25.0,2.4
173,THEFT/LARCENY,2018-01-05 21:30:00,18-901120,BURGLARY-AUTO,77X,4000 40TH AV,Oakland,CA,37.7819887,-122.2093159,94601,27.5,2.3,25.0,2.4
174,DRUGS/ALCOHOL VIOLATIONS,2018-03-16 13:14:00,18-013570,DISORDERLY CONDUCT:TOLUENE,23X,1400 FRUITVALE AV,Oakland,CA,37.777623,-122.22585,94601,27.5,2.3,25.0,2.4
175,THEFT/LARCENY,2018-03-15 21:00:00,18-013563,THEFT,20X,3000 FORD ST,Oakland,CA,37.77200089999999,-122.2316424,94601,27.5,2.3,25.0,2.4
176,THEFT/LARCENY,2018-03-07 01:00:00,18-903805,BURGLARY-AUTO,21X,2300 E 20TH ST,Oakland,CA,37.7875908,-122.2320117,94601,27.5,2.3,25.0,2.4
177,FRAUD,2018-02-27 07:40:00,18-903806,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,27X,2400 MAXWELL AV,Oakland,CA,37.7762235,-122.199936,94601,27.5,2.3,25.0,2.4
178,THEFT/LARCENY,2018-03-06 04:25:00,18-903848,BURGLARY-AUTO,21Y,3200 DAVIS ST,Oakland,CA,37.789528,-122.218457,94601,27.5,2.3,25.0,2.4
179,VANDALISM,2018-03-08 04:00:00,18-903886,VANDALISM,27X,5000 TRASK ST,Oakland,CA,37.7773004,-122.2007886,94601,27.5,2.3,25.0,2.4
180,MOTOR VEHICLE THEFT,2018-02-19 07:45:00,18-008906,VEHICLE THEFT - AUTO,20X,1400 MILLER AV,Oakland,CA,37.7827714,-122.2348503,94601,27.5,2.3,25.0,2.4
181,VANDALISM,2018-02-12 19:00:00,18-902768,VANDALISM,23X,3500 INTERNATIONAL BLVD,Oakland,CA,37.776168,-122.2226893,94601,27.5,2.3,25.0,2.4
182,ROBBERY,2018-02-18 01:50:00,18-008712,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",27X,5200 FOOTHILL BLVD,Oakland,CA,37.7726392,-122.2029478,94601,27.5,2.3,25.0,2.4
183,THEFT/LARCENY,2018-02-17 16:00:00,18-008732,BURGLARY-AUTO,20X,3000 E 18TH ST,Oakland,CA,37.7826625,-122.2245722,94601,27.5,2.3,25.0,2.4
184,ASSAULT,2018-02-27 08:56:00,18-005901,ASSAULT WITH FIREARM ON PERSON,24X,3700 BLK FOOTHILL BLVD,Oakland,CA,37.7798501,-122.2173664,94601,27.5,2.3,25.0,2.4
185,ASSAULT,2018-02-23 13:18:00,18-008743,THREAT CRIME:INT:TERRORIZE,21X,2700 FOOTHILL BLVD,Oakland,CA,37.78451950000001,-122.2279187,94601,27.5,2.3,25.0,2.4
186,DUI,2018-02-18 17:09:00,18-008816,DUI ALCOHOL/DRUGS,21Y,2400 FRUITVALE AV,Oakland,CA,37.7869701,-122.2212298,94601,27.5,2.3,25.0,2.4
187,MOTOR VEHICLE THEFT,2018-02-17 20:43:00,18-008672,VEHICLE THEFT - AUTO,26X,700 HIGH ST,Oakland,CA,37.7685182,-122.2199526,94601,27.5,2.3,25.0,2.4
188,VANDALISM,2018-02-11 11:59:00,18-902813,VANDALISM,24Y,2400 HUMBOLDT AV,Oakland,CA,37.7879063,-122.2135566,94601,27.5,2.3,25.0,2.4
189,THEFT/LARCENY,2018-02-11 23:40:00,18-902817,THEFT,27X,2300 47TH AV,Oakland,CA,37.7779705,-122.2048563,94601,27.5,2.3,25.0,2.4
190,THEFT/LARCENY,2018-01-14 00:40:00,18-901841,THEFT,20X,400 DERBY AV,Oakland,CA,37.7715678,-122.2315944,94601,27.5,2.3,25.0,2.4
191,ASSAULT,2018-03-16 01:39:00,18-013662,EXHIBIT FIREARM,20X,2600 INTERNATIONAL BLVD,Oakland,CA,37.7815754,-122.2322846,94601,27.5,2.3,25.0,2.4
192,THEFT/LARCENY,2018-02-16 11:49:00,18-008459,GRAND THEFT FROM PERSON,20X,2700 E 16TH ST,Oakland,CA,37.7823988,-122.2299143,94601,27.5,2.3,25.0,2.4
193,ASSAULT,2018-02-17 14:51:00,18-008619,BATTERY,23X,3400 INTERNATIONAL BLVD,Oakland,CA,37.7767729,-122.223597,94601,27.5,2.3,25.0,2.4
194,ROBBERY,2018-03-17 05:23:00,18-013673,ROBBERY-KNIFE OR CUTTING INSTRUMENT,20X,2800 E 10TH ST,Oakland,CA,37.7773466,-122.2336895,94601,27.5,2.3,25.0,2.4
195,THEFT/LARCENY,2018-01-16 21:20:00,18-901958,THEFT,20X,400 DERBY AV,Oakland,CA,37.7715678,-122.2315944,94601,27.5,2.3,25.0,2.4
196,THEFT/LARCENY,2018-02-13 12:00:00,18-902826,BURGLARY-AUTO,26X,400 HIGH ST,Oakland,CA,37.7653376,-122.2226323,94601,27.5,2.3,25.0,2.4
197,VANDALISM,2018-02-09 21:30:00,18-902830,VANDALISM,24X,3800 FOOTHILL BLVD,Oakland,CA,37.7790233,-122.2163424,94601,27.5,2.3,25.0,2.4
198,ROBBERY,2018-02-17 14:44:00,18-008624,ATTEMPTED ROBBERY-STRONG-ARM,23X,1200 42ND AV,Oakland,CA,37.7715375,-122.218087,94601,27.5,2.3,25.0,2.4
199,BURGLARY,2018-02-17 06:15:00,18-008576,BURGLARY-FORCIBLE ENTRY,27X,1900 VICKSBURG AV,Oakland,CA,37.7726478,-122.202959,94601,27.5,2.3,25.0,2.4
200,ASSAULT,2018-02-16 14:31:00,18-008474,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,21X,00 PEROLY CT,Oakland,CA,37.7895554,-122.2229703,94601,27.5,2.3,25.0,2.4
201,ROBBERY,2018-02-17 12:15:00,18-008640,ROBBERY-KNIFE OR CUTTING INSTRUMENT,21Y,3000 FOOTHILL BLVD,Oakland,CA,37.7840543,-122.2236913,94601,27.5,2.3,25.0,2.4
202,MOTOR VEHICLE THEFT,2018-02-18 12:48:00,18-008770,VEHICLE THEFT - AUTO,20X,3000 E 18TH ST,Oakland,CA,37.7826625,-122.2245722,94601,27.5,2.3,25.0,2.4
203,VANDALISM,2018-02-17 14:45:00,18-008636,VANDALISM,20X,2800 FORD ST,Oakland,CA,37.773753,-122.2357013,94601,27.5,2.3,25.0,2.4
204,ROBBERY,2018-03-17 07:20:00,18-013678,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",26X,700 HIGH ST,Oakland,CA,37.7685182,-122.2199526,94601,27.5,2.3,25.0,2.4
205,ROBBERY,2018-02-16 14:25:00,18-008482,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",23X,3500 INTERNATIONAL BLVD,Oakland,CA,37.776168,-122.2226893,94601,27.5,2.3,25.0,2.4
206,VANDALISM,2040-02-01 21:40:00,14-035766,"VANDALISM [UNDER $1,000] (AMENDED)",09X,600 FAIRMOUNT AV,Oakland,CA,37.8220053,-122.2539378,94611,7.5,1.8,3.0,1.6
207,FRAUD,2018-02-07 22:15:00,18-902981,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,13Z,00 VISTA DEL MAR CT,Oakland,CA,37.8379578,-122.2055437,94611,7.5,1.8,3.0,1.6
208,VANDALISM,2018-03-15 21:03:00,18-013474,VANDALISM,13Z,8000 SHEPHERD CANYON RD,Oakland,CA,37.8359061,-122.1873318,94611,7.5,1.8,3.0,1.6
209,ASSAULT,2018-03-15 10:20:00,18-013355,ADW WITH FORCE: POSSIBLE GBI,09X,3800 HOWE ST,Oakland,CA,37.8242679,-122.256023,94611,7.5,1.8,3.0,1.6
210,BURGLARY,2018-01-19 01:00:00,18-901699,BURGLARY-FORCIBLE ENTRY,13Y,700 GRIZZLY TERRACE DR,Oakland,CA,37.8602395,-122.2163646,94611,7.5,1.8,3.0,1.6
211,VANDALISM,2018-01-05 16:30:00,18-900987,VANDALISM,13Z,9200 SKYLINE BLVD,Oakland,CA,37.8249669,-122.1867664,94611,7.5,1.8,3.0,1.6
212,VANDALISM,2018-01-05 12:00:00,18-901036,VANDALISM,13Z,8100 SKYLINE BLVD,Oakland,CA,37.8368442,-122.1865146,94611,7.5,1.8,3.0,1.6
213,VANDALISM,2018-01-05 01:00:00,18-901057,VANDALISM,13Z,9100 SKYLINE BLVD,Oakland,CA,37.8266855,-122.1875756,94611,7.5,1.8,3.0,1.6
214,VANDALISM,2018-01-05 00:00:00,18-901063,VANDALISM,13Z,9300 SKYLINE BLVD,Oakland,CA,37.8232967,-122.1868799,94611,7.5,1.8,3.0,1.6
215,THEFT/LARCENY,2018-01-20 19:30:00,18-901241,GRAND THEFT,09X,4100 PIEDMONT AV,Oakland,CA,37.8267006,-122.2520391,94611,7.5,1.8,3.0,1.6
216,BURGLARY,2018-01-05 14:00:00,18-901106,BURGLARY-FORCIBLE ENTRY,08X,300 OAKLAND AV,Oakland,CA,37.8164192,-122.2573644,94611,7.5,1.8,3.0,1.6
217,THEFT/LARCENY,2018-01-15 20:00:00,18-901749,THEFT,09X,3500 RICHMOND BLVD,Oakland,CA,37.8211457,-122.2567677,94611,7.5,1.8,3.0,1.6
218,THEFT/LARCENY,2018-03-09 08:00:00,18-012489,THEFT,08X,400 FAIRMOUNT AV,Oakland,CA,37.81892010000001,-122.2563271,94611,7.5,1.8,3.0,1.6
219,ASSAULT,2018-03-09 15:30:00,18-012398,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,09X,3500 BROADWAY,Oakland,CA,37.822506,-122.259374,94611,7.5,1.8,3.0,1.6
220,BURGLARY,2018-03-10 01:57:00,18-012449,BURGLARY-FORCIBLE ENTRY,08X,3300 PIEDMONT AV,Oakland,CA,37.8210759,-122.2608015,94611,7.5,1.8,3.0,1.6
221,VANDALISM,2018-03-10 09:00:00,18-012507,"VANDALISM [$400 TO $5,000]",09X,4000 PANAMA CT,Oakland,CA,37.8249706,-122.2519864,94611,7.5,1.8,3.0,1.6
222,MOTOR VEHICLE THEFT,2018-03-10 00:30:00,18-012465,VEHICLE THEFT - AUTO,13Z,6900 THORNHILL DR,Oakland,CA,37.8390859,-122.2051777,94611,7.5,1.8,3.0,1.6
223,THEFT/LARCENY,2018-03-09 18:20:00,18-012375,THEFT,09X,5100 BROADWAY,Oakland,CA,37.8349563,-122.2486385,94611,7.5,1.8,3.0,1.6
224,BURGLARY,2018-02-28 00:00:00,18-903642,BURGLARY-FORCIBLE ENTRY,09X,3900 HARRISON ST,Oakland,CA,37.8213987,-122.2501674,94611,7.5,1.8,3.0,1.6
225,THEFT/LARCENY,2018-02-05 05:45:00,18-903005,THEFT,09X,4500 GILBERT ST,Oakland,CA,37.8328741,-122.2504555,94611,7.5,1.8,3.0,1.6
226,THEFT/LARCENY,2018-03-02 17:00:00,18-903759,GRAND THEFT,09X,00 WHITMORE PL,Oakland,CA,37.8331245,-122.252237,94611,7.5,1.8,3.0,1.6
227,THEFT/LARCENY,2018-03-02 08:00:00,18-903765,THEFT,09X,3900 PIEDMONT AV,Oakland,CA,37.8248858,-122.2541114,94611,7.5,1.8,3.0,1.6
228,BURGLARY,2018-03-02 16:00:00,18-903645,BURGLARY-FORCIBLE ENTRY,08X,100 FRISBIE ST,Oakland,CA,37.8192173,-122.2597054,94611,7.5,1.8,3.0,1.6
229,THEFT/LARCENY,2018-03-02 00:30:00,18-903712,GRAND THEFT,09X,3900 CERRITO AV,Oakland,CA,37.826206,-122.255549,94611,7.5,1.8,3.0,1.6
230,DISTURBING THE PEACE,2018-03-05 12:00:00,18-903747,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,13Z,6100 BULLARD DR,Oakland,CA,37.8297438,-122.2162607,94611,7.5,1.8,3.0,1.6
231,THEFT/LARCENY,2018-03-01 22:00:00,18-903594,BURGLARY-AUTO,09X,200 WHITMORE ST,Oakland,CA,37.832959,-122.2508769,94611,7.5,1.8,3.0,1.6
232,THEFT/LARCENY,2018-03-01 14:07:00,18-903508,GRAND THEFT,09X,4400 PIEDMONT AV,Oakland,CA,37.8301339,-122.2469324,94611,7.5,1.8,3.0,1.6
233,VANDALISM,2018-03-01 15:10:00,18-903561,VANDALISM,09X,4200 PIEDMONT AV,Oakland,CA,37.8275529,-122.2507269,94611,7.5,1.8,3.0,1.6
234,THEFT/LARCENY,2018-03-01 07:19:00,18-903565,BURGLARY-AUTO,09X,5100 BROADWAY,Oakland,CA,37.8349563,-122.2486385,94611,7.5,1.8,3.0,1.6
235,THEFT/LARCENY,2018-03-01 10:35:00,18-903572,THEFT,13Z,6200 LA SALLE AV,Oakland,CA,37.8266975,-122.209268,94611,7.5,1.8,3.0,1.6
236,THEFT/LARCENY,2018-02-28 15:00:00,18-903576,BURGLARY-AUTO,09X,1900 PLEASANT VALLEY AV,Oakland,CA,37.830897,-122.2481228,94611,7.5,1.8,3.0,1.6
237,THEFT/LARCENY,2018-02-28 19:00:00,18-903579,BURGLARY-AUTO,09X,00 GLEN AV,Oakland,CA,37.82602079999999,-122.2529332,94611,7.5,1.8,3.0,1.6
238,THEFT/LARCENY,2018-02-28 18:30:00,18-903581,BURGLARY-AUTO,08X,2900 BROADWAY,Oakland,CA,37.8174993,-122.2614008,94611,7.5,1.8,3.0,1.6
239,THEFT/LARCENY,2018-01-09 15:00:00,18-901205,BURGLARY-AUTO,13Z,6100 MERCED AV,Oakland,CA,37.8250149,-122.2095308,94611,7.5,1.8,3.0,1.6
240,THEFT/LARCENY,2018-01-08 19:15:00,18-901211,BURGLARY-AUTO,09X,00 YOSEMITE AV,Oakland,CA,37.8239176,-122.2556569,94611,7.5,1.8,3.0,1.6
241,THEFT/LARCENY,2018-01-07 15:30:00,18-901142,BURGLARY-AUTO,09X,100 41ST ST,Oakland,CA,37.8261246,-122.2509564,94611,7.5,1.8,3.0,1.6
242,THEFT/LARCENY,2018-01-06 16:15:00,18-901143,BURGLARY-AUTO,13Z,OAKWOOD DR & GLEN OAKS WY,Oakland,CA,37.8421171,-122.2001888,94611,7.5,1.8,3.0,1.6
243,VANDALISM,2018-03-23 23:38:00,18-010770,VANDALISM:DAMAGE PROPERTY,09X,5000 PIEDMONT AV,Oakland,CA,37.8322215,-122.2442093,94611,7.5,1.8,3.0,1.6
244,ASSAULT,2018-03-16 01:15:00,18-013496,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,09X,00 WARREN AV,Oakland,CA,37.8227385,-122.2573897,94611,7.5,1.8,3.0,1.6
245,BURGLARY,2018-03-16 01:23:00,18-013498,BURGLARY-FORCIBLE ENTRY,08X,2800 BROADWAY,Oakland,CA,37.8164596,-122.2632176,94611,7.5,1.8,3.0,1.6
246,THEFT/LARCENY,2018-01-19 19:00:00,18-901807,THEFT,08X,2800 BROADWAY,Oakland,CA,37.8164596,-122.2632176,94611,7.5,1.8,3.0,1.6
247,THEFT/LARCENY,2018-01-21 09:00:00,18-901831,GRAND THEFT,09X,200 MATHER ST,Oakland,CA,37.8314508,-122.2490639,94611,7.5,1.8,3.0,1.6
248,VANDALISM,2018-01-21 08:15:00,18-901840,VANDALISM,22Y,10800 SKYLINE BLVD,Oakland,CA,37.8064452,-122.1786176,94611,7.5,1.8,3.0,1.6
249,ROBBERY,2018-03-17 01:33:00,18-013661,CARJACKING WITH FIREARM,22Y,10700 SKYLINE BLVD,Oakland,CA,37.8068113,-122.1789376,94611,7.5,1.8,3.0,1.6
250,BURGLARY,2018-01-20 01:00:00,18-901844,BURGLARY-FORCIBLE ENTRY,08X,3000 RICHMOND BLVD,Oakland,CA,37.8179747,-122.2603705,94611,7.5,1.8,3.0,1.6
251,FRAUD,2018-01-21 00:05:00,18-901845,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,08X,00 CROXTON AV,Oakland,CA,37.821591,-122.2594338,94611,7.5,1.8,3.0,1.6
252,FRAUD,2018-01-21 00:05:00,18-901851,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,08X,00 CROXTON AV,Oakland,CA,37.821591,-122.2594338,94611,7.5,1.8,3.0,1.6
253,THEFT/LARCENY,2018-03-06 08:45:00,18-903837,BURGLARY-AUTO,09X,400 MONTE VISTA AV,Oakland,CA,37.8220251,-122.2489915,94611,7.5,1.8,3.0,1.6
254,THEFT/LARCENY,2018-03-07 16:53:00,18-903872,GRAND THEFT,13Y,5600 FLORENCE TER,Oakland,CA,37.8366121,-122.2177997,94611,7.5,1.8,3.0,1.6
255,THEFT/LARCENY,2018-03-08 03:00:00,18-903877,THEFT,13Y,1100 MOUNTAIN BLVD,Oakland,CA,37.8394116,-122.2193637,94611,7.5,1.8,3.0,1.6
256,BURGLARY,2018-03-08 21:30:00,18-903909,BURGLARY-FORCIBLE ENTRY,13Z,7000 PASO ROBLES DR,Oakland,CA,37.8332838,-122.1978845,94611,7.5,1.8,3.0,1.6
257,THEFT/LARCENY,2018-02-12 10:00:00,18-902767,BURGLARY-AUTO,09X,40TH ST & HOWE ST,Oakland,CA,37.8260452,-122.254549,94611,7.5,1.8,3.0,1.6
258,THEFT/LARCENY,2018-02-14 12:50:00,18-902900,THEFT,13Z,8200 SKYLINE BLVD,Oakland,CA,37.8349899,-122.1844274,94611,7.5,1.8,3.0,1.6
259,BURGLARY,2018-02-18 07:03:00,18-008723,BURGLARY-NO FORCE,13Z,5800 CHELTON DR,Oakland,CA,37.8231831,-122.1998508,94611,7.5,1.8,3.0,1.6
260,MOTOR VEHICLE THEFT,2018-02-16 17:00:00,18-008914,VEHICLE THEFT - AUTO,13Z,7400 SKYLINE BLVD,Oakland,CA,37.8404201,-122.1970199,94611,7.5,1.8,3.0,1.6
261,THEFT/LARCENY,2018-02-14 09:20:00,18-902985,BURGLARY-AUTO,08X,00 STANLEY PL,Oakland,CA,37.8196097,-122.2557508,94611,7.5,1.8,3.0,1.6
262,ROBBERY,2018-02-19 11:05:00,18-008922,ROBBERY-KNIFE OR CUTTING INSTRUMENT,09X,5100 BROADWAY,Oakland,CA,37.8349563,-122.2486385,94611,7.5,1.8,3.0,1.6
263,THEFT/LARCENY,2018-02-11 11:00:00,18-902787,BURGLARY-AUTO,08X,200 FAIRMOUNT AV,Oakland,CA,37.817357,-122.259745,94611,7.5,1.8,3.0,1.6
264,MOTOR VEHICLE THEFT,2018-02-17 19:00:00,18-008823,VEHICLE THEFT - AUTO,09X,600 FAIRMOUNT AV,Oakland,CA,37.8220053,-122.2539378,94611,7.5,1.8,3.0,1.6
265,THEFT/LARCENY,2050-01-03 13:55:00,14-038177,BURGLARY-AUTO,08X,TELEGRAPH AV & W MACARTHUR BLVD,Oakland,CA,37.8263547,-122.2652151,94609,16.0,2.7,9.3,3.6
266,THEFT/LARCENY,2018-03-15 22:25:00,18-013484,BURGLARY-AUTO,12X,4700 TELEGRAPH AV,Oakland,CA,37.834282,-122.262679,94609,16.0,2.7,9.3,3.6
267,ASSAULT,2018-03-15 17:00:00,18-013447,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,12X,45TH ST & TELEGRAPH AV,Oakland,CA,37.8330174,-122.2634175,94609,16.0,2.7,9.3,3.6
268,THEFT/LARCENY,2018-01-18 21:00:00,18-901782,BURGLARY-AUTO,12X,4700 TELEGRAPH AV,Oakland,CA,37.834282,-122.262679,94609,16.0,2.7,9.3,3.6
269,THEFT/LARCENY,2018-01-16 18:00:00,18-901790,BURGLARY-AUTO,12X,4700 TELEGRAPH AV,Oakland,CA,37.834282,-122.262679,94609,16.0,2.7,9.3,3.6
270,THEFT/LARCENY,2018-03-01 23:20:00,18-903607,BURGLARY-AUTO,12X,4300 TELEGRAPH AV,Oakland,CA,37.8318807,-122.2634761,94609,16.0,2.7,9.3,3.6
271,BURGLARY,2018-01-08 06:00:00,18-901077,BURGLARY-FORCIBLE ENTRY,12X,400 40TH ST,Oakland,CA,37.8286058,-122.2599187,94609,16.0,2.7,9.3,3.6
272,THEFT/LARCENY,2018-01-17 19:35:00,18-901705,BURGLARY-AUTO,08X,300 40TH ST,Oakland,CA,37.8276249,-122.2567297,94609,16.0,2.7,9.3,3.6
273,DISTURBING THE PEACE,2018-01-16 15:30:00,18-901763,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,12X,4400 TELEGRAPH AV,Oakland,CA,37.8325471,-122.2632176,94609,16.0,2.7,9.3,3.6
274,VANDALISM,2018-01-17 22:00:00,18-901764,VANDALISM,08X,2800 SUMMIT ST,Oakland,CA,37.816503,-122.2648997,94609,16.0,2.7,9.3,3.6
275,MOTOR VEHICLE THEFT,2018-03-09 17:45:00,18-012365,VEHICLE THEFT - AUTO,06X,700 39TH ST,Oakland,CA,37.8294111,-122.2698657,94609,16.0,2.7,9.3,3.6
276,THEFT/LARCENY,2018-02-17 21:00:00,18-903643,THEFT,12X,4100 TELEGRAPH AV,Oakland,CA,37.8296334,-122.2639753,94609,16.0,2.7,9.3,3.6
277,THEFT/LARCENY,2018-03-06 14:15:00,18-903767,BURGLARY-AUTO,12X,4900 TELEGRAPH AV,Oakland,CA,37.8360592,-122.2622649,94609,16.0,2.7,9.3,3.6
278,THEFT/LARCENY,2018-03-03 17:00:00,18-903735,THEFT,12X,4200 TELEGRAPH AV,Oakland,CA,37.8308739,-122.2639934,94609,16.0,2.7,9.3,3.6
279,FRAUD,2018-02-28 15:40:00,18-903462,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,11X,5100 TELEGRAPH AV,Oakland,CA,37.837303,-122.261959,94609,16.0,2.7,9.3,3.6
280,VANDALISM,2018-02-28 00:00:00,18-903468,VANDALISM,11X,600 61ST ST,Oakland,CA,37.8465906,-122.2653843,94609,16.0,2.7,9.3,3.6
