,CrimeType,DateTime,CaseNumber,Description,PoliceBeat,Address,City,State,Lat,Long,Zip
4223,THEFT/LARCENY,2017-12-20 08:40:00,17-066064,BURGLARY-AUTO,35Y,11400 GOLF LINKS RD,Oakland,CA,37.7468636,-122.1210158,94605
4224,THEFT/LARCENY,2017-12-20 05:35:00,17-066069,BURGLARY-AUTO,25Y,6000 OLD QUARRY LOOP,Oakland,CA,37.7776741,-122.1641617,94605
4225,ASSAULT,2018-02-05 22:57:00,18-006568,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,31Z,10300 PEARMAIN ST,Oakland,CA,37.7357579,-122.17771,94603
4226,DISTURBING THE PEACE,2017-12-20 11:15:00,17-066073,DISTURB THE PEACE,32Y,9800 THERMAL ST,Oakland,CA,37.7502621,-122.157842,94605
4227,ASSAULT,2017-12-21 09:58:00,17-066304,BATTERY W/SERIOUS BODILY INJURY,30X,7400 WELD ST,Oakland,CA,37.7619587,-122.1809599,94621
4228,ASSAULT,2017-12-21 12:10:00,17-066310,ANYONE WHO WILLFULLY DISCHARGES A FIREARM IN A GROSSLY NEGLIGENT MANNER,21X,2300 23RD AV,Oakland,CA,37.7902535,-122.2297835,94606
4229,THEFT/LARCENY,2017-12-20 00:00:00,17-066312,THEFT,18Y,2000 E 22ND ST,Oakland,CA,37.7917619,-122.234257,94606
4230,SEX CRIMES,2017-12-21 12:18:00,17-066313,LOITER:INTENT:PROSTITUTION,19X,GLEASON WY & 20TH AV,Oakland,CA,37.7870806,-122.2388032,94606
4231,BURGLARY,2017-12-21 20:36:00,17-066411,BURGLARY-FORCIBLE ENTRY,31Y,400 HALE AV,Oakland,CA,37.7321993,-122.1809353,94603
4232,THEFT/LARCENY,2017-12-21 21:05:00,17-066413,GRAND THEFT,14X,400 PERKINS ST,Oakland,CA,37.8104601,-122.2550642,94610
4233,DISTURBING THE PEACE,2018-02-02 17:00:00,18-006576,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,22Y,4100 EASTLAKE AV,Oakland,CA,37.7987346,-122.1955302,94602
4234,THEFT/LARCENY,2018-02-05 11:00:00,18-006583,BURGLARY-AUTO,32Y,9800 LAWLOR ST,Oakland,CA,37.7506822,-122.1564434,94605
4235,BURGLARY,2018-02-06 02:45:00,18-006586,BURGLARY-FORCIBLE ENTRY,16X,3500 LAKESHORE AV,Oakland,CA,37.8115265,-122.2414259,94610
4236,THEFT/LARCENY,2018-02-05 23:30:00,18-006578,BURGLARY-AUTO,03X,300 8TH ST,Oakland,CA,37.798806,-122.2701918,94607
4237,ARSON,2018-02-06 02:30:00,18-006588,ARSON: PROPERTY,33X,1300 81ST AV,Oakland,CA,37.7543735,-122.1827867,94621
4238,DUI,2017-12-18 02:48:00,17-065599,DUI ALCOHOL/DRUGS,03X,1000 WEBSTER ST,Oakland,CA,37.8006289,-122.2705105,94607
4239,ROBBERY,2018-02-06 11:30:00,18-006637,ROBBERY/INHABITED DWELLING - FIREARM,12X,500 40TH ST,Oakland,CA,37.829514,-122.264787,94609
4240,MOTOR VEHICLE THEFT,2018-02-05 12:05:00,18-006461,VEHICLE THEFT - AUTO,33X,8100 RUDSDALE ST,Oakland,CA,37.7532855,-122.1850283,94621
4241,ASSAULT,2018-02-05 12:00:00,18-006462,BATTERY,33X,81ST AV & INTERNATIONAL BLVD,Oakland,CA,37.7561458,-122.180557,94621
4242,THEFT/LARCENY,2018-02-05 10:15:00,18-006464,BURGLARY-AUTO,30X,7700 KRAUSE AV,Oakland,CA,37.7628716,-122.1763394,94605
4243,DISTURBING THE PEACE,2018-02-05 15:33:00,18-006501,DISTURB THE PEACE,31Y,500 JONES AV,Oakland,CA,37.7361743,-122.1882851,94603
4244,ASSAULT,2017-12-18 21:35:00,17-065792,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,29X,6900 FOOTHILL BLVD,Oakland,CA,37.7692533,-122.1722603,94605
4245,ASSAULT,2017-12-20 10:30:00,17-066074,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,05X,800 21ST ST,Oakland,CA,37.8121827,-122.2766478,94607
4246,ASSAULT,2018-02-06 05:07:00,18-006592,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30Y,2700 74TH AV,Oakland,CA,37.767699,-122.1725872,94605
4247,DRUGS/ALCOHOL VIOLATIONS,2018-02-06 05:14:00,18-006593,POSSESS NARCOTIC CONTROLLED SUBSTANCE,07X,3700 MANDELA PKWY,Oakland,CA,37.8273909,-122.2867855,94608
4248,ASSAULT,2017-12-18 20:30:00,17-066075,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,02Y,14TH ST & WOOD ST,Oakland,CA,37.8133004,-122.297798,94607
4249,ASSAULT,2018-01-29 22:00:00,18-006589,BATTERY,03X,1300 BROADWAY,Oakland,CA,37.8036623,-122.2712843,94612
4250,THEFT/LARCENY,2017-12-20 01:27:00,17-066076,BURGLARY-AUTO,06X,800 29TH ST,Oakland,CA,37.8191604,-122.2738096,94608
4251,MOTOR VEHICLE THEFT,2018-02-04 23:00:00,18-006630,VEHICLE THEFT - AUTO,10Y,4100 MARTIN LUTHER KING JR W,Oakland,CA,37.8306756,-122.2679365,94609
4252,ROBBERY,2017-12-21 21:50:00,17-066415,ROBBERY-FIREARM,08X,2900 BROADWAY,Oakland,CA,37.8174993,-122.2614008,94611
4253,MOTOR VEHICLE THEFT,2017-12-20 17:00:00,17-066316,VEHICLE THEFT - AUTO,25X,4100 HARBOR VIEW AV,Oakland,CA,37.7930174,-122.1882408,94619
4254,ROBBERY,2017-12-21 13:00:00,17-066332,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",34X,1700 84TH AV,Oakland,CA,37.7558345,-122.1743167,94621
4255,BURGLARY,2017-12-20 01:00:00,17-066334,BURGLARY-FORCIBLE ENTRY,03X,600 OAK ST,Oakland,CA,37.7955786,-122.2663341,94607
4256,VANDALISM,2017-12-19 12:00:00,17-066338,VANDALISM:DEFACE PROPERTY,29X,5500 FLEMING AV,Oakland,CA,37.775244,-122.1920676,94605
4257,ASSAULT,2018-02-06 05:35:00,18-006594,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,23X,3700 INTERNATIONAL BLVD,Oakland,CA,37.7752978,-122.2205826,94601
4258,MOTOR VEHICLE THEFT,2018-02-05 18:00:00,18-006598,VEHICLE THEFT - AUTO,34X,8500 PLYMOUTH ST,Oakland,CA,37.7551944,-122.1740268,94621
4259,ASSAULT,2018-02-06 04:30:00,18-006600,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,06X,3500 SAN PABLO AV,Oakland,CA,37.8263662,-122.2782984,94608
4260,ROBBERY,2017-12-18 01:23:00,17-065601,ROBBERY/INHABITED DWELLING - OTHER DANGEROUS INSTRUMENT,23X,3800 WATTLING ST,Oakland,CA,37.7718788,-122.2218434,94601
4261,DISTURBING THE PEACE,2017-12-19 11:30:00,17-065608,DISTURB THE PEACE,30Y,2600 73RD AV,Oakland,CA,37.766714,-122.175264,94605
4262,MOTOR VEHICLE THEFT,2017-12-29 07:43:00,17-067564,VEHICLE THEFT - AUTO,31Y,9700 EMPIRE RD,Oakland,CA,37.7317526,-122.1933665,94603
4263,ASSAULT,2017-12-18 21:18:00,17-065793,BATTERY W/SERIOUS BODILY INJURY,31Y,200 GANNON RD,Oakland,CA,37.7312875,-122.1926333,94603
4264,ROBBERY,2017-12-18 22:00:00,17-065796,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",23X,1900 33RD AV,Oakland,CA,37.7826992,-122.2217599,94601
4265,THEFT/LARCENY,2018-02-05 16:00:00,18-006513,BURGLARY-AUTO,26X,900 47TH AV,Oakland,CA,37.7682157,-122.2142131,94601
4266,ROBBERY,2018-02-05 15:37:00,18-006516,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",03X,300 7TH ST,Oakland,CA,37.7983618,-122.2705496,94607
4267,ASSAULT,2018-03-08 01:39:00,18-012056,BATTERY,21Y,3200 E 27TH ST,Oakland,CA,37.7894488,-122.2177237,94601
4268,ASSAULT,2017-12-18 10:30:00,17-065799,BATTERY,34X,1900 82ND AV,Oakland,CA,37.7582479,-122.1737402,94621
4269,ROBBERY,2017-12-19 18:30:00,17-066077,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",09X,4000 PIEDMONT AV,Oakland,CA,37.8254574,-122.2534983,94611
4270,THEFT/LARCENY,2017-12-19 21:00:00,17-066078,BURGLARY-AUTO,01X,3RD ST & WASHINGTON ST,Oakland,CA,37.797248,-122.2771255,94607
4271,THEFT/LARCENY,2017-12-19 21:45:00,17-066081,BURGLARY-AUTO,77X,6300 ROCKY POINT CT,Oakland,CA,37.7784665,-122.1622093,94605
4272,ASSAULT,2017-12-20 11:00:00,17-066083,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,1600 51ST AV,Oakland,CA,37.7701949,-122.2067294,94601
4273,THEFT/LARCENY,2017-12-20 02:00:00,17-066085,BURGLARY-AUTO,25X,6200 LEONA ST,Oakland,CA,37.7823225,-122.1723211,94605
4274,BURGLARY,2017-12-19 19:15:00,17-066087,BURGLARY-NO FORCE,10X,1100 STANFORD AV,Oakland,CA,37.8409702,-122.2831562,94608
4275,THEFT/LARCENY,2017-12-20 15:30:00,17-066343,THEFT,08X,3100 SUMMIT ST,Oakland,CA,37.8201507,-122.2639466,94609
4276,MOTOR VEHICLE THEFT,2017-12-21 05:00:00,17-066349,VEHICLE THEFT - AUTO,27Y,5500 HARVEY AV,Oakland,CA,37.7715761,-122.1973793,94621
4277,BURGLARY,2017-12-21 12:00:00,17-066353,BURGLARY-FORCIBLE ENTRY,17Y,2100 13TH AV,Oakland,CA,37.7944375,-122.240473,94606
4278,MOTOR VEHICLE THEFT,2017-12-21 12:00:00,17-066356,VEHICLE THEFT - AUTO,16Y,3600 BRUCE ST,Oakland,CA,37.8023829,-122.2287609,94602
4279,THEFT/LARCENY,2017-12-20 00:00:00,17-066360,GRAND THEFT,26X,46TH AV & INTERNATIONAL BLVD,Oakland,CA,37.7706084,-122.2111613,94601
4280,ROBBERY,2018-01-03 13:18:00,08-070777,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",08X,3700 TELEGRAPH AV,Oakland,CA,37.8254716,-122.2651672,94609
4281,MOTOR VEHICLE THEFT,2017-12-18 08:15:00,17-065624,VEHICLE THEFT - AUTO,19X,2000 E 15TH ST,Oakland,CA,37.786313,-122.238935,94606
4282,THEFT/LARCENY,2017-12-18 06:40:00,17-065630,BURGLARY-AUTO,21X,2300 E 22ND ST,Oakland,CA,37.7895816,-122.2307514,94601
4283,ROBBERY,2017-12-18 08:27:00,17-065631,ROBBERY-FIREARM,10Y,4600 MARTIN LUTHER KING JR W,Oakland,CA,37.8342943,-122.267288,94609
4284,BURGLARY,2018-03-08 06:00:00,18-012069,BURGLARY-FORCIBLE ENTRY,31X,7700 OAKPORT ST,Oakland,CA,37.7410465,-122.1981304,94621
4285,VANDALISM,2017-12-18 09:00:00,17-065649,VANDALISM [UNDER $400],31Z,400 CAPISTRANO DR,Oakland,CA,37.7275472,-122.1776526,94603
4286,THEFT/LARCENY,2017-12-19 00:00:00,17-065653,THEFT,30Y,2600 73RD AV,Oakland,CA,37.766714,-122.175264,94605
4287,MOTOR VEHICLE THEFT,2018-02-05 20:00:00,18-006601,VEHICLE THEFT - AUTO,28X,3500 KINGSLAND AV,Oakland,CA,37.7838158,-122.1910342,94619
4288,ROBBERY,2017-12-18 22:30:00,17-065801,ATTEMPTED ROBBERY-OTHER DANGEROUS WEAPON,21X,2500 FOOTHILL BLVD,Oakland,CA,37.784894,-122.230444,94601
4289,BURGLARY,2018-03-08 02:30:00,18-012059,BURGLARY-FORCIBLE ENTRY,09X,200 W MACARTHUR BLVD,Oakland,CA,37.8229491,-122.2557663,94611
4290,ASSAULT,2018-02-06 06:15:00,18-006605,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,11X,6000 MARTIN LUTHER KING JR W,Oakland,CA,37.8451808,-122.2706764,94609
4291,MOTOR VEHICLE THEFT,2017-12-18 17:48:00,17-065802,VEHICLE THEFT - AUTO,05Y,1400 17TH ST,Oakland,CA,37.8133552,-122.2910897,94607
4292,THEFT/LARCENY,2018-01-28 00:00:00,18-006704,THEFT,15X,600 BROOKLYN AV,Oakland,CA,37.8048776,-122.2488004,94606
4293,THEFT/LARCENY,2017-12-19 22:30:00,17-066088,BURGLARY-AUTO,25X,6200 LEONA ST,Oakland,CA,37.7823225,-122.1723211,94605
4294,THEFT/LARCENY,2017-12-19 20:00:00,17-066089,BURGLARY-AUTO,25X,6200 LEONA ST,Oakland,CA,37.7823225,-122.1723211,94605
4295,THEFT/LARCENY,2017-12-19 20:00:00,17-066094,BURGLARY-AUTO,25X,6200 LEONA ST,Oakland,CA,37.7823225,-122.1723211,94605
4296,DRUGS/ALCOHOL VIOLATIONS,2017-12-20 12:00:00,17-066098,11364.1(A)  UNLAWFUL TO POSSESS AN OPIUM PIPE OR ANY DEVICE OR OTHER PARAPHERNALIA USED FOR INJECTING OR SMOKING A CONTROLLED SUBSTANCE,26Y,1200 65TH AV,Oakland,CA,37.76086650000001,-122.197292,94621
4297,ROBBERY,2017-12-20 13:30:00,17-066102,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",14X,200 BAY PL,Oakland,CA,37.8126415,-122.2611455,94612
4298,THEFT/LARCENY,2017-12-19 10:30:00,17-066108,BURGLARY-AUTO,03X,00 8TH ST,Oakland,CA,37.7965353,-122.2644268,94607
4299,ROBBERY,2017-12-21 17:25:00,17-066381,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",03X,1000 HARRISON ST,Oakland,CA,37.8001696,-122.269343,94607
4300,THEFT/LARCENY,2017-12-20 16:00:00,17-066382,RECEIVE/ETC KNOWN STOLEN PROPERTY,12Y,5600 BROADWAY,Oakland,CA,37.841428,-122.2480305,94618
4301,VANDALISM,2017-12-21 17:20:00,17-066383,"VANDALISM [UNDER $1,000] (AMENDED)",08X,2500 TELEGRAPH AV,Oakland,CA,37.8146714,-122.2682954,94612
4302,MOTOR VEHICLE THEFT,2017-12-21 18:17:00,17-066392,VEHICLE THEFT - AUTO,05Y,1400 PERALTA ST,Oakland,CA,37.81135880000001,-122.293961,94607
4303,THEFT/LARCENY,2017-12-21 17:00:00,17-066406,BURGLARY-AUTO,14Y,3800 GRAND AV,Oakland,CA,37.8174189,-122.2448504,94610
4304,THEFT/LARCENY,2017-12-21 19:00:00,17-066407,BURGLARY-AUTO,04X,500 18TH ST,Oakland,CA,37.80759219999999,-122.2700674,94612
4305,DRUGS/ALCOHOL VIOLATIONS,2018-02-14 14:56:00,18-008089,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,19X,1500 18TH AV,Oakland,CA,37.7879373,-122.241299,94606
4306,ASSAULT,2017-12-18 04:00:00,17-065667,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,26X,6300 COLISEUM WY,Oakland,CA,37.7563542,-122.2066353,94621
4307,THEFT/LARCENY,2018-02-03 15:30:00,18-006659,THEFT,33X,8100 INTERNATIONAL BLVD,Oakland,CA,37.7561458,-122.180557,94621
4308,ARSON,2017-12-18 09:30:00,17-065674,ARSON:INHABITED STRUCTURE/PROPERTY,02X,400 MARKET ST,Oakland,CA,37.8007048,-122.2830666,94607
4309,ASSAULT,2018-02-05 22:25:00,18-006660,INFLICT CRPL INJ SP/COHAB,77X,00 ,Oakland,CA,43.0383813,-80.28769400000002,0
4310,THEFT/LARCENY,2018-02-06 13:40:00,18-006661,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,34X,9400 INTERNATIONAL BLVD,Oakland,CA,37.747183,-122.1721659,94603
4311,WEAPONS,2018-02-05 16:25:00,18-006519,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,08X,38TH ST & MANILA AV,Oakland,CA,37.8263714,-122.258799,94609
4312,ASSAULT,2017-12-18 23:09:00,17-065806,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,31Z,ACALANES DR & BERGEDO DR,Oakland,CA,37.73007399999999,-122.1749327,94603
4313,DRUGS/ALCOHOL VIOLATIONS,2018-02-05 17:17:00,18-006522,DISORDERLY CONDUCT - ALCOHOL,24Y,4000 BROOKDALE AV,Oakland,CA,37.7840888,-122.2056654,94619
4314,ASSAULT,2017-12-19 12:52:00,17-065907,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,07X,2900 MYRTLE ST,Oakland,CA,37.8201939,-122.277458,94608
4315,ASSAULT,2017-12-19 13:30:00,17-065908,BATTERY,09X,3900 BROADWAY,Oakland,CA,37.8264074,-122.2567481,94611
4316,MOTOR VEHICLE THEFT,2017-12-19 15:24:00,17-065910,VEHICLE THEFT - AUTO,34X,9200 CHERRY ST,Oakland,CA,37.7506497,-122.1691724,94603
4317,ROBBERY,2017-12-20 20:20:00,17-066111,CARJACKING WITH FIREARM,30X,77TH AV & HOLLY ST,Oakland,CA,37.7603326,-122.180602,94621
4318,MOTOR VEHICLE THEFT,2017-12-20 00:00:00,17-066112,VEHICLE THEFT - AUTO,07X,800 ATHENS AV,Oakland,CA,37.8157164,-122.2750457,94607
4319,DRUGS/ALCOHOL VIOLATIONS,2017-12-20 18:25:00,17-066140,POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM,24X,1900 HARRINGTON AV,Oakland,CA,37.7798916,-122.2176287,94601
4320,ASSAULT,2017-12-21 12:30:00,17-066321,BATTERY,08X,300 34TH ST,Oakland,CA,37.8217325,-122.2603946,94609
4321,THEFT/LARCENY,2017-12-21 11:50:00,17-066325,BURGLARY-AUTO,25X,4000 MACARTHUR BLVD,Oakland,CA,37.79058089999999,-122.1975711,94619
4322,BURGLARY,2017-12-20 21:00:00,17-066326,BURGLARY-NO FORCE,14X,500 BELLEVUE AV,Oakland,CA,37.807474,-122.254668,94610
4323,ROBBERY,2018-02-14 14:50:00,18-008090,ROBBERY-FIREARM,05Y,1600 CAMPBELL ST,Oakland,CA,37.8133756,-122.2941565,94607
4324,MOTOR VEHICLE THEFT,2017-12-21 23:55:00,17-066436,VEHICLE THEFT - AUTO,02X,900 MARKET ST,Oakland,CA,37.8034784,-122.2814274,94607
4325,ROBBERY,2018-02-11 18:30:00,18-008097,ROBBERY-KNIFE OR CUTTING INSTRUMENT,15X,200 E 18TH ST,Oakland,CA,37.8004308,-122.2534467,94606
4326,DUI,2018-02-06 09:38:00,18-006614,DUI ALCOHOL/0.08 PERCENT,30Y,73RD AV & MACARTHUR BLVD,Oakland,CA,37.7691092,-122.1719708,94605
4327,MOTOR VEHICLE THEFT,2017-12-31 20:00:00,17-000196,VEHICLE THEFT - AUTO,03X,200 10TH ST,Oakland,CA,37.7992376,-122.2669817,94607
4328,THEFT/LARCENY,2017-12-31 23:30:00,17-000015,BURGLARY-AUTO,08X,2600 BROADWAY,Oakland,CA,37.8148442,-122.2645305,94612
4329,DRUGS/ALCOHOL VIOLATIONS,2018-02-06 09:06:00,18-006606,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,06X,3500 MARTIN LUTHER KING JR W,Oakland,CA,37.8241676,-122.2698496,94609
4330,BURGLARY,2017-12-18 10:40:00,17-065682,BURGLARY-NO FORCE,07X,2500 MARKET ST,Oakland,CA,37.8169646,-122.2773958,94607
4331,ASSAULT,2018-02-06 07:30:00,18-006609,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,29X,5700 AVENAL AV,Oakland,CA,37.77206460000001,-122.1930252,94605
4332,DISTURBING THE PEACE,2018-02-13 00:00:00,18-008080,DISTURB THE PEACE,33X,1300 81ST AV,Oakland,CA,37.7543735,-122.1827867,94621
4333,ASSAULT,2017-12-18 09:40:00,17-065696,THREAT CRIME:INT:TERRORIZE,12X,500 48TH ST,Oakland,CA,37.8350429,-122.2628756,94609
4334,MOTOR VEHICLE THEFT,2017-12-18 12:20:00,17-065697,VEHICLE THEFT - AUTO,14X,400 BELLEVUE AV,Oakland,CA,37.8105578,-122.252538,94610
4335,MOTOR VEHICLE THEFT,2017-12-18 20:30:00,17-065912,VEHICLE THEFT - AUTO,33X,1200 87TH AV,Oakland,CA,37.7502368,-122.1793977,94621
4336,ASSAULT,2018-02-05 16:45:00,18-006523,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,15X,1000 MACARTHUR BLVD,Oakland,CA,37.8056123,-122.2372805,94610
4337,MOTOR VEHICLE THEFT,2017-12-19 12:11:00,17-065916,VEHICLE THEFT - AUTO,01X,100 OAK ST,Oakland,CA,37.7925522,-122.2678257,94607
4338,THEFT/LARCENY,2017-12-19 01:07:00,17-065809,BURGLARY-AUTO,33X,1300 97TH AV,Oakland,CA,37.7441713,-122.1725318,94603
4339,MOTOR VEHICLE THEFT,2017-12-19 00:00:00,17-065811,VEHICLE THEFT - AUTO,26X,700 KEVIN CT,Oakland,CA,37.7576486,-122.2069733,94621
4340,WEAPONS,2018-02-05 17:16:00,18-006524,CARRY CONCEALED WEAPON IN VEHICLE,35X,9700 LAWLOR ST,Oakland,CA,37.7520398,-122.1577912,94605
4341,ASSAULT,2017-12-21 13:10:00,17-066331,BATTERY,31Y,500 HEGENBERGER RD,Oakland,CA,37.7412335,-122.1962427,94603
4342,ASSAULT,2017-12-20 15:00:00,17-066113,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,30X,1400 74TH AV,Oakland,CA,37.7588782,-122.1861574,94621
4343,DRUGS/ALCOHOL VIOLATIONS,2017-12-20 15:00:00,17-066115,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,12Y,5300 CLAREMONT AV,Oakland,CA,37.83958510000001,-122.2598056,94618
4344,THEFT/LARCENY,2017-12-19 22:00:00,17-066117,BURGLARY-AUTO,30X,7100 HOLLY ST,Oakland,CA,37.7634101,-122.1838509,94621
4345,ASSAULT,2017-12-20 15:15:00,17-066120,BATTERY,34X,1700 84TH AV,Oakland,CA,37.7558345,-122.1743167,94621
4346,ASSAULT,2017-12-20 15:50:00,17-066121,EXHIBIT FIREARM,29X,6400 FOOTHILL BLVD,Oakland,CA,37.7709647,-122.1839618,94605
4347,MOTOR VEHICLE THEFT,2017-12-21 21:30:00,17-066485,VEHICLE THEFT - AUTO,25X,3800 BUELL ST,Oakland,CA,37.78592920000001,-122.1866729,94619
4348,ASSAULT,2018-01-03 17:00:00,17-000495,BATTERY,26Y,1200 66TH AVE,Oakland,CA,37.7602659,-122.1961718,94621
4349,THEFT/LARCENY,2017-12-21 09:47:00,17-066492,THEFT,08X,500 24TH ST,Oakland,CA,37.8134771,-122.2686075,94612
4350,THEFT/LARCENY,2017-12-21 00:00:00,17-066498,THEFT,30Y,2600 73RD AV,Oakland,CA,37.766714,-122.175264,94605
4351,BURGLARY,2018-01-04 15:00:00,17-000709,BURGLARY-FORCIBLE ENTRY,30X,1700 67TH AVE.,Oakland,CA,37.7640511,-122.1882858,94621
4352,ASSAULT,2018-01-04 19:54:00,17-000745,THREAT CRIME:INT:TERRORIZE,13Z,00 HOME GLEN LN,Oakland,CA,37.8350883,-122.1958557,94611
4353,THEFT/LARCENY,2017-12-18 16:30:00,17-065781,THEFT,19X,500 INTERNATIONAL BLVD,Oakland,CA,37.7959095,-122.2535125,94606
4354,THEFT/LARCENY,2018-02-06 12:30:00,18-006653,THEFT,01X,4TH ST & HARRISON ST,Oakland,CA,37.7959758,-122.2717088,94607
4355,ASSAULT,2018-02-06 12:59:00,18-006654,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,26Y,1300 65TH AV,Oakland,CA,37.7617828,-122.1955888,94621
4356,DRUGS/ALCOHOL VIOLATIONS,2018-01-15 12:31:00,18-002591,POSSESS CONTROLLED SUBSTANCE,07X,2500 WOOD ST,Oakland,CA,37.8209699,-122.2912388,94607
4357,THEFT/LARCENY,2018-02-06 13:20:00,18-006650,THEFT,32X,10600 INTERNATIONAL BLVD,Oakland,CA,37.7386349,-122.166256,94603
4358,ROBBERY,2017-12-18 20:00:00,17-065782,ROBBERY-FIREARM,17X,500 E 19TH ST,Oakland,CA,37.7990688,-122.2488823,94606
4359,BURGLARY,2017-12-18 08:20:00,17-065812,BURGLARY-FORCIBLE ENTRY,30X,8100 PLYMOUTH ST,Oakland,CA,37.758218,-122.1762941,94621
4360,ASSAULT,2018-02-05 17:36:00,18-006527,BATTERY W/SERIOUS BODILY INJURY,35X,3100 98TH AV,Oakland,CA,37.7527027,-122.1533738,94605
4361,THEFT/LARCENY,2017-12-18 12:00:00,17-065814,THEFT,24X,2100 SANTA RITA ST,Oakland,CA,37.78330750000001,-122.2138605,94601
4362,ASSAULT,2017-12-19 01:20:00,17-065817,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,19X,1200 LAKESHORE AV,Oakland,CA,37.7987124,-122.2580332,94606
4363,ROBBERY,2017-12-19 07:20:00,17-065843,ROBBERY-OTHER DANGEROUS WEAPON,32X,10900 INTERNATIONAL BLVD,Oakland,CA,37.7371242,-122.1641183,94603
4364,ROBBERY,2017-12-19 08:00:00,17-065846,ROBBERY-KNIFE OR CUTTING INSTRUMENT,31X,600 HEGENBERGER RD,Oakland,CA,37.7457423,-122.1956898,94621
4365,ASSAULT,2017-12-20 16:25:00,17-066124,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,06X,2300 SAN PABLO AV,Oakland,CA,37.8138792,-122.2742779,94612
4366,MOTOR VEHICLE THEFT,2017-12-20 18:13:00,17-066135,VEHICLE THEFT - AUTO,08X,500 MERRIMAC ST,Oakland,CA,37.8166307,-122.2678271,94612
4367,DRUGS/ALCOHOL VIOLATIONS,2017-12-21 07:58:00,17-066227,POSSESS NARCOTIC CONTROLLED SUBSTANCE,15X,600 MACARTHUR BLVD,Oakland,CA,37.8088102,-122.2448415,94610
4368,MOTOR VEHICLE THEFT,2017-12-20 20:00:00,17-066228,VEHICLE THEFT - AUTO,26Y,1100 58TH AV,Oakland,CA,37.7618079,-122.2051334,94621
4369,ROBBERY,2018-02-06 08:40:00,18-006611,ATTEMPTED ROBBERY-FIREARM,07X,700 W GRAND AV,Oakland,CA,37.812844,-122.2740794,94612
4370,ASSAULT,2017-12-20 01:00:00,17-066242,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,35X,9600 MACARTHUR BLVD,Oakland,CA,37.7512683,-122.1594817,94605
4371,THEFT/LARCENY,2018-01-15 11:00:00,18-002593,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,02Y,10TH ST & PERALTA ST,Oakland,CA,37.808412,-122.2963002,94607
4372,DRUGS/ALCOHOL VIOLATIONS,2017-12-21 20:47:00,17-066416,POSSESS/PURCHASE COCAINE BASE FOR SALE,29X,5800 FOOTHILL BLVD,Oakland,CA,37.7720021,-122.1916672,94605
4373,ASSAULT,2017-12-21 10:15:00,17-066417,ANYONE WHO WILLFULLY DISCHARGES A FIREARM IN A GROSSLY NEGLIGENT MANNER,26Y,6200 FENHAM ST,Oakland,CA,37.7603773,-122.1983713,94621
4374,THEFT/LARCENY,2017-12-21 19:40:00,17-066419,BURGLARY-AUTO,12X,400 40TH ST,Oakland,CA,37.8286058,-122.2599187,94609
4375,VANDALISM,2017-12-21 16:00:00,17-066421,VANDALISM,04X,2200 WEBSTER ST,Oakland,CA,37.8114738,-122.265384,94612
4376,ROBBERY,2017-12-21 17:45:00,17-066422,ROBBERY-KNIFE OR CUTTING INSTRUMENT,02Y,1100 CENTER ST,Oakland,CA,37.8087151,-122.2937518,94607
4377,VANDALISM,2018-02-05 06:15:00,18-006396,"VANDALISM [$400 TO $5,000]",06X,800 34TH ST,Oakland,CA,37.8240061,-122.2725872,94608
